0,data_year,valueA,name_number,total1,total2,total3
0,2013,New Mexico,name2225 - 2325,45,2688,0
0,2013,New Mexico,name2226 - 2326,45,2230,24
0,2013,New Mexico,name2227 - 2327,43,2161,0
0,2013,New Mexico,name2228 - 2328,38,2976,0
0,2013,New Mexico,name2229 - 2329,38,2193,0
0,2013,New Mexico,name2230 - 2330,16,977,0
0,2013,New York,name2231 - 2331,4407,164942,10920
0,2013,New York,name2232 - 2332,4265,273206,8144
0,2013,New York,name2233 - 2333,3917,184676,7493
0,2013,New York,name2234 - 2334,3628,181071,12078
0,2013,New York,name2235 - 2335,3561,162846,8242
0,2013,New York,name2236 - 2336,2615,122534,4742
0,2013,New York,name2237 - 2337,2555,117177,4555
0,2013,New York,name2238 - 2338,2487,92831,9828
0,2013,New York,name2239 - 2339,1843,93871,3531
0,2013,New York,name2240 - 2340,1455,37287,3848
0,2013,New York,name2241 - 2341,998,41252,1622
0,2013,New York,name2242 - 2342,911,39948,140
0,2013,New York,name2243 - 2343,908,40388,933
0,2013,New York,name2244 - 2344,863,52974,1935
0,2013,New York,name2245 - 2345,745,69231,712
0,2013,New York,name2246 - 2346,732,31707,529
0,2013,New York,name2247 - 2347,725,40510,226
0,2013,New York,name2248 - 2348,714,28359,478
0,2013,New York,name2249 - 2349,696,64619,69
0,2013,New York,name2250 - 2350,654,25614,759
0,2013,New York,name2251 - 2351,650,28279,136
0,2013,New York,name2252 - 2352,609,45366,408
0,2013,New York,name2253 - 2353,599,23758,1760
0,2013,New York,name2254 - 2354,597,24938,241
0,2013,New York,name2255 - 2355,585,37418,255
0,2013,New York,name2256 - 2356,566,26529,1047
0,2013,New York,name2257 - 2357,465,19483,413
0,2013,New York,name2258 - 2358,445,25743,431
0,2013,New York,name2259 - 2359,445,9499,359
0,2013,New York,name2260 - 2360,431,25897,208
0,2013,New York,name2261 - 2361,399,17907,50
0,2013,New York,name2262 - 2362,340,14871,39
0,2013,New York,name2263 - 2363,326,19840,34
0,2013,New York,name2264 - 2364,319,14140,215
0,2013,New York,name2265 - 2365,317,12684,46
0,2013,New York,name2266 - 2366,250,10281,310
0,2013,New York,name2267 - 2367,247,15120,249
0,2013,New York,name2268 - 2368,245,9228,3
0,2013,New York,name2269 - 2369,235,17616,35
0,2013,New York,name2270 - 2370,175,12166,40
0,2013,New York,name2271 - 2371,165,5503,8
0,2013,New York,name2272 - 2372,143,5613,0
0,2013,New York,name2273 - 2373,136,6469,181
0,2013,New York,name2274 - 2374,135,4400,18
0,2013,New York,name2275 - 2375,129,6636,8
0,2013,New York,name2276 - 2376,83,3249,2
0,2013,New York,name2277 - 2377,66,2174,1
0,2013,New York,name2278 - 2378,60,2309,8
0,2013,North Carolina,name2279 - 2379,3081,192316,5374
0,2013,North Carolina,name2280 - 2380,2389,119378,3689
0,2013,North Carolina,name2281 - 2381,2352,47693,2585
0,2013,North Carolina,name2282 - 2382,2316,170990,7645
0,2013,North Carolina,name2283 - 2383,2074,114753,7476
0,2013,North Carolina,name2284 - 2384,1692,164383,1201
0,2013,North Carolina,name2285 - 2385,1493,92250,5028
0,2013,North Carolina,name2286 - 2386,1417,103635,2365
0,2013,North Carolina,name2287 - 2387,1337,87292,3616
0,2013,North Carolina,name2288 - 2388,1313,100815,4601
0,2013,North Carolina,name2289 - 2389,1175,96332,202
0,2013,North Carolina,name2290 - 2390,1170,87602,3018
0,2013,North Carolina,name2291 - 2391,1045,39193,3397
0,2013,North Carolina,name2292 - 2392,1045,73212,4039
0,2013,North Carolina,name2293 - 2393,978,52203,2074
0,2013,North Carolina,name2294 - 2394,963,40483,3014
0,2013,North Carolina,name2295 - 2395,798,65726,78
0,2013,North Carolina,name2296 - 2396,779,62731,177
0,2013,North Carolina,name2297 - 2397,776,61059,192
0,2013,North Carolina,name2298 - 2398,772,48358,2184
0,2013,North Carolina,name2299 - 2399,771,50533,3123
0,2013,North Carolina,name2300 - 2400,764,47505,3449
0,2013,North Carolina,name2301 - 2401,745,53738,2415
0,2013,North Carolina,name2302 - 2402,704,40734,2300
0,2013,North Carolina,name2303 - 2403,698,57699,142
0,2013,North Carolina,name2304 - 2404,673,26427,2030
0,2013,North Carolina,name2305 - 2405,635,53086,117
0,2013,North Carolina,name2306 - 2406,614,34661,1884
0,2013,North Carolina,name2307 - 2407,606,26266,1497
0,2013,North Carolina,name2308 - 2408,602,21201,1799
0,2013,North Carolina,name2309 - 2409,600,31637,2246
0,2013,North Carolina,name2310 - 2410,599,44461,2619
0,2013,North Carolina,name2311 - 2411,555,33640,1435
0,2013,North Carolina,name2312 - 2412,459,30834,32
0,2013,North Carolina,name2313 - 2413,438,41959,73
0,2013,North Carolina,name2314 - 2414,422,13689,896
0,2013,North Carolina,name2315 - 2415,414,18324,787
0,2013,North Carolina,name2316 - 2416,351,23981,915
0,2013,North Carolina,name2317 - 2417,311,19938,45
0,2013,North Carolina,name2318 - 2418,295,13493,701
0,2013,North Carolina,name2319 - 2419,278,10398,0
0,2013,North Carolina,name2320 - 2420,271,18772,75
0,2013,North Carolina,name2321 - 2421,265,29470,89
0,2013,North Carolina,name2322 - 2422,255,12928,145
0,2013,North Carolina,name2323 - 2423,250,6733,1055
0,2013,North Carolina,name2324 - 2424,241,21740,1343
0,2013,North Carolina,name2325 - 2425,230,17392,57
0,2013,North Carolina,name2326 - 2426,227,3843,750
0,2013,North Carolina,name2327 - 2427,212,10523,282
0,2013,North Carolina,name2328 - 2428,209,18498,73
0,2013,North Carolina,name2329 - 2429,183,18194,164
0,2013,North Carolina,name2330 - 2430,181,16295,504
0,2013,North Carolina,name2331 - 2431,181,17584,366
0,2013,North Carolina,name2332 - 2432,174,9445,209
0,2013,North Carolina,name2333 - 2433,168,15728,88
0,2013,North Carolina,name2334 - 2434,163,7853,0
0,2013,North Carolina,name2335 - 2435,157,9322,61
0,2013,North Carolina,name2336 - 2436,155,8114,79
0,2013,North Carolina,name2337 - 2437,154,9695,374
0,2013,North Carolina,name2338 - 2438,149,11349,293
0,2013,North Carolina,name2339 - 2439,143,11926,6
0,2013,North Carolina,name2340 - 2440,133,5693,36
0,2013,North Carolina,name2341 - 2441,126,4246,108
0,2013,North Carolina,name2342 - 2442,115,5097,0
0,2013,North Carolina,name2343 - 2443,115,11350,53
0,2013,North Carolina,name2344 - 2444,111,5788,191
0,2013,North Carolina,name2345 - 2445,98,6282,8
0,2013,North Carolina,name2346 - 2446,93,6689,19
0,2013,North Carolina,name2347 - 2447,80,5240,10
0,2013,North Carolina,name2348 - 2448,70,4476,0
0,2013,North Carolina,name2349 - 2449,63,3908,0
0,2013,North Carolina,name2350 - 2450,62,1851,11
0,2013,North Carolina,name2351 - 2451,61,5465,92
0,2013,North Carolina,name2352 - 2452,54,3280,40
0,2013,North Carolina,name2353 - 2453,45,3044,9
0,2013,North Carolina,name2354 - 2454,42,2477,0
0,2013,North Carolina,name2355 - 2455,35,2207,3
0,2013,North Carolina,name2356 - 2456,17,1862,28
0,2013,North Carolina,name2357 - 2457,12,539,0
0,2013,North Dakota,name2358 - 2458,1443,93850,88
0,2013,North Dakota,name2359 - 2459,287,9874,22
0,2013,North Dakota,name2360 - 2460,175,5330,159
0,2013,North Dakota,name2361 - 2461,158,5601,24
0,2013,North Dakota,name2362 - 2462,109,5199,10
0,2013,North Dakota,name2363 - 2463,100,4981,0
0,2013,North Dakota,name2364 - 2464,56,3221,0
0,2013,North Dakota,name2365 - 2465,45,1060,0
0,2013,North Dakota,name2366 - 2466,44,1291,0
0,2013,North Dakota,name2367 - 2467,40,1289,10
0,2013,North Dakota,name2368 - 2468,11,261,13
0,2013,Ohio,name2369 - 2469,5889,373684,11145
0,2013,Ohio,name2370 - 2470,4599,220645,11309
0,2013,Ohio,name2371 - 2471,3891,225034,14824
0,2013,Ohio,name2372 - 2472,2251,192493,2645
0,2013,Ohio,name2373 - 2473,2132,99642,3681
0,2013,Ohio,name2374 - 2474,2074,126026,8577
0,2013,Ohio,name2375 - 2475,2066,114929,6213
0,2013,Ohio,name2376 - 2476,1550,128998,7465
0,2013,Ohio,name2377 - 2477,1528,157310,406
0,2013,Ohio,name2378 - 2478,1445,77097,2746
0,2013,Ohio,name2379 - 2479,1293,88836,931
0,2013,Ohio,name2380 - 2480,1219,151823,13
0,2013,Ohio,name2381 - 2481,1154,71842,1950
0,2013,Ohio,name2382 - 2482,1086,48497,5029
0,2013,Ohio,name2383 - 2483,1070,105035,101
0,2013,Ohio,name2384 - 2484,1012,94302,34
0,2013,Ohio,name2385 - 2485,948,68507,1311
0,2013,Ohio,name2386 - 2486,924,90529,486
0,2013,Ohio,name2387 - 2487,915,79869,1
0,2013,Ohio,name2388 - 2488,909,98951,21
0,2013,Ohio,name2389 - 2489,855,42263,1568
0,2013,Ohio,name2390 - 2490,787,75642,0
0,2013,Ohio,name2391 - 2491,764,49427,1737
0,2013,Ohio,name2392 - 2492,744,39136,2206
0,2013,Ohio,name2393 - 2493,705,32379,1136
0,2013,Ohio,name2394 - 2494,705,70566,58
0,2013,Ohio,name2395 - 2495,687,26098,1689
0,2013,Ohio,name2396 - 2496,684,43619,770
0,2013,Ohio,name2397 - 2497,680,52439,170
0,2013,Ohio,name2398 - 2498,672,32428,2584
0,2013,Ohio,name2399 - 2499,639,32588,1879
0,2013,Ohio,name2400 - 2500,638,39267,1337
0,2013,Ohio,name2401 - 2501,636,36013,1234
0,2013,Ohio,name2402 - 2502,624,37491,2534
0,2013,Ohio,name2403 - 2503,589,38250,45
0,2013,Ohio,name2404 - 2504,574,20782,1623
0,2013,Ohio,name2405 - 2505,568,38291,1833
0,2013,Ohio,name2406 - 2506,533,61441,11
0,2013,Ohio,name2407 - 2507,512,34587,692
0,2013,Ohio,name2408 - 2508,511,22455,696
0,2013,Ohio,name2409 - 2509,508,50563,143
0,2013,Ohio,name2410 - 2510,501,53445,34
0,2013,Ohio,name2411 - 2511,498,39794,119
0,2013,Ohio,name2412 - 2512,479,15036,385
0,2013,Ohio,name2413 - 2513,475,16087,1622
0,2013,Ohio,name2414 - 2514,455,40090,119
0,2013,Ohio,name2415 - 2515,454,42695,71
0,2013,Ohio,name2416 - 2516,435,39197,12
0,2013,Ohio,name2417 - 2517,428,34418,978
0,2013,Ohio,name2418 - 2518,414,30093,229
0,2013,Ohio,name2419 - 2519,406,22138,205
0,2013,Ohio,name2420 - 2520,385,38374,27
0,2013,Ohio,name2421 - 2521,385,25679,143
0,2013,Ohio,name2422 - 2522,379,34893,55
0,2013,Ohio,name2423 - 2523,343,32678,0
0,2013,Ohio,name2424 - 2524,333,20369,159
0,2013,Ohio,name2425 - 2525,329,13410,338
0,2013,Ohio,name2426 - 2526,324,21891,241
0,2013,Ohio,name2427 - 2527,315,12865,110
0,2013,Ohio,name2428 - 2528,302,15017,268
0,2013,Ohio,name2429 - 2529,299,22072,106
0,2013,Ohio,name2430 - 2530,299,11792,352
0,2013,Ohio,name2431 - 2531,295,16354,4
0,2013,Ohio,name2432 - 2532,276,14777,101
0,2013,Ohio,name2433 - 2533,272,8644,276
0,2013,Ohio,name2434 - 2534,261,17929,952
0,2013,Ohio,name2435 - 2535,243,12659,53
0,2013,Ohio,name2436 - 2536,238,12696,57
0,2013,Ohio,name2437 - 2537,237,13507,69
0,2013,Ohio,name2438 - 2538,231,10289,817
0,2013,Ohio,name2439 - 2539,230,19655,35
0,2013,Ohio,name2440 - 2540,227,6998,317
0,2013,Ohio,name2441 - 2541,221,11229,17
0,2013,Ohio,name2442 - 2542,219,19613,16
0,2013,Ohio,name2443 - 2543,210,11735,36
0,2013,Ohio,name2444 - 2544,209,15656,8
0,2013,Ohio,name2445 - 2545,208,19344,0
0,2013,Ohio,name2446 - 2546,197,8131,186
0,2013,Ohio,name2447 - 2547,191,10036,3
0,2013,Ohio,name2448 - 2548,189,12152,0
0,2013,Ohio,name2449 - 2549,182,14339,29
0,2013,Ohio,name2450 - 2550,180,15040,31
0,2013,Ohio,name2451 - 2551,177,6791,468
0,2013,Ohio,name2452 - 2552,177,9781,20
0,2013,Ohio,name2453 - 2553,175,16012,0
0,2013,Ohio,name2454 - 2554,166,9355,0
0,2013,Ohio,name2455 - 2555,160,8163,11
0,2013,Ohio,name2456 - 2556,153,17127,2
0,2013,Ohio,name2457 - 2557,153,15859,11
0,2013,Ohio,name2458 - 2558,152,7865,103
0,2013,Ohio,name2459 - 2559,147,4866,0
0,2013,Ohio,name2460 - 2560,142,12116,3
0,2013,Ohio,name2461 - 2561,137,10285,25
0,2013,Ohio,name2462 - 2562,136,6934,0
0,2013,Ohio,name2463 - 2563,135,6546,20
0,2013,Ohio,name2464 - 2564,133,9986,54
0,2013,Ohio,name2465 - 2565,130,7249,7
0,2013,Ohio,name2466 - 2566,130,6218,222
0,2013,Ohio,name2467 - 2567,118,4549,31
0,2013,Ohio,name2468 - 2568,112,8272,0
0,2013,Ohio,name2469 - 2569,106,3810,54
0,2013,Ohio,name2470 - 2570,100,7412,2
0,2013,Ohio,name2471 - 2571,96,6643,0
0,2013,Ohio,name2472 - 2572,92,3148,42
0,2013,Ohio,name2473 - 2573,87,7080,14
0,2013,Ohio,name2474 - 2574,80,7720,0
0,2013,Ohio,name2475 - 2575,76,4613,3
0,2013,Ohio,name2476 - 2576,73,7318,0
0,2013,Ohio,name2477 - 2577,71,2207,50
0,2013,Ohio,name2478 - 2578,69,5492,90
0,2013,Ohio,name2479 - 2579,69,5235,11
0,2013,Ohio,name2480 - 2580,66,4269,9
0,2013,Ohio,name2481 - 2581,66,2247,0
0,2013,Ohio,name2482 - 2582,60,2498,8
0,2013,Ohio,name2483 - 2583,58,3221,0
0,2013,Ohio,name2484 - 2584,56,4076,0
0,2013,Ohio,name2485 - 2585,45,4518,0
0,2013,Ohio,name2486 - 2586,44,1566,0
0,2013,Ohio,name2487 - 2587,42,1760,29
0,2013,Ohio,name2488 - 2588,42,4137,4
0,2013,Ohio,name2489 - 2589,41,2290,0
0,2013,Ohio,name2490 - 2590,39,2722,0
0,2013,Ohio,name2491 - 2591,38,2284,0
0,2013,Ohio,name2492 - 2592,36,3153,0
0,2013,Ohio,name2493 - 2593,30,1322,3
0,2013,Ohio,name2494 - 2594,20,1943,0
0,2013,Ohio,name2495 - 2595,16,1414,0
0,2013,Ohio,name2496 - 2596,14,659,0
0,2013,Oklahoma,name2497 - 2597,1030,42173,1439
0,2013,Oklahoma,name2498 - 2598,902,63472,104
0,2013,Oklahoma,name2499 - 2599,804,71553,446
0,2013,Oklahoma,name2500 - 2600,665,59483,52
0,2013,Oklahoma,name2501 - 2601,558,40980,71
0,2013,Oklahoma,name2502 - 2602,476,22592,32
0,2013,Oklahoma,name2503 - 2603,458,17171,720
0,2013,Oklahoma,name2504 - 2604,427,36148,16
0,2013,Oklahoma,name2505 - 2605,426,32036,354
0,2013,Oklahoma,name2506 - 2606,381,12484,1626
0,2013,Oklahoma,name2507 - 2607,367,12821,1070
0,2013,Oklahoma,name2508 - 2608,365,37271,337
0,2013,Oklahoma,name2509 - 2609,354,34683,6
0,2013,Oklahoma,name2510 - 2610,341,30636,4
0,2013,Oklahoma,name2511 - 2611,329,28929,27
0,2013,Oklahoma,name2512 - 2612,318,30375,10
0,2013,Oklahoma,name2513 - 2613,311,9529,932
0,2013,Oklahoma,name2514 - 2614,306,29905,82
0,2013,Oklahoma,name2515 - 2615,297,25346,0
0,2013,Oklahoma,name2516 - 2616,297,28120,94
0,2013,Oklahoma,name2517 - 2617,291,23518,31
0,2013,Oklahoma,name2518 - 2618,288,20795,39
0,2013,Oklahoma,name2519 - 2619,284,27863,8
0,2013,Oklahoma,name2520 - 2620,282,23230,22
0,2013,Oklahoma,name2521 - 2621,278,28709,0
0,2013,Oklahoma,name2522 - 2622,256,20543,44
0,2013,Oklahoma,name2523 - 2623,251,17268,140
0,2013,Oklahoma,name2524 - 2624,239,15944,4
0,2013,Oklahoma,name2525 - 2625,236,19679,11
0,2013,Oklahoma,name2526 - 2626,232,23045,17
0,2013,Oklahoma,name2527 - 2627,228,15807,6
0,2013,Oklahoma,name2528 - 2628,225,16779,0
0,2013,Oklahoma,name2529 - 2629,222,19440,4
0,2013,Oklahoma,name2530 - 2630,221,20410,3
0,2013,Oklahoma,name2531 - 2631,214,19879,36
0,2013,Oklahoma,name2532 - 2632,212,11743,0
0,2013,Oklahoma,name2533 - 2633,210,20647,0
0,2013,Oklahoma,name2534 - 2634,204,24343,0
0,2013,Oklahoma,name2535 - 2635,202,16957,103
0,2013,Oklahoma,name2536 - 2636,199,15717,29
0,2013,Oklahoma,name2537 - 2637,198,17995,7
0,2013,Oklahoma,name2538 - 2638,197,14964,8
0,2013,Oklahoma,name2539 - 2639,190,18425,18
0,2013,Oklahoma,name2540 - 2640,188,22713,0
0,2013,Oklahoma,name2541 - 2641,185,12403,8
0,2013,Oklahoma,name2542 - 2642,173,11094,4
0,2013,Oklahoma,name2543 - 2643,165,6892,52
0,2013,Oklahoma,name2544 - 2644,157,13229,0
0,2013,Oklahoma,name2545 - 2645,157,17835,2
0,2013,Oklahoma,name2546 - 2646,156,12764,0
0,2013,Oklahoma,name2547 - 2647,155,9115,48
0,2013,Oklahoma,name2548 - 2648,153,9882,0
0,2013,Oklahoma,name2549 - 2649,153,9937,24
0,2013,Oklahoma,name2550 - 2650,151,12312,8
0,2013,Oklahoma,name2551 - 2651,148,11581,0
0,2013,Oklahoma,name2552 - 2652,147,10547,0
0,2013,Oklahoma,name2553 - 2653,145,9348,0
0,2013,Oklahoma,name2554 - 2654,137,12693,0
0,2013,Oklahoma,name2555 - 2655,135,10178,109
0,2013,Oklahoma,name2556 - 2656,134,9344,23
0,2013,Oklahoma,name2557 - 2657,134,13073,0
0,2013,Oklahoma,name2558 - 2658,132,11940,32
0,2013,Oklahoma,name2559 - 2659,132,11361,17
0,2013,Oklahoma,name2560 - 2660,130,12849,0
0,2013,Oklahoma,name2561 - 2661,129,7873,0
0,2013,Oklahoma,name2562 - 2662,126,15079,0
0,2013,Oklahoma,name2563 - 2663,126,13132,27
0,2013,Oklahoma,name2564 - 2664,120,14002,14
0,2013,Oklahoma,name2565 - 2665,119,7465,0
0,2013,Oklahoma,name2566 - 2666,118,8771,9
0,2013,Oklahoma,name2567 - 2667,113,11606,7
0,2013,Oklahoma,name2568 - 2668,107,8082,0
0,2013,Oklahoma,name2569 - 2669,106,5860,3
0,2013,Oklahoma,name2570 - 2670,105,7263,0
0,2013,Oklahoma,name2571 - 2671,102,12196,0
0,2013,Oklahoma,name2572 - 2672,100,8498,1
0,2013,Oklahoma,name2573 - 2673,97,8806,21
0,2013,Oklahoma,name2574 - 2674,96,7001,4
0,2013,Oklahoma,name2575 - 2675,96,9772,0
0,2013,Oklahoma,name2576 - 2676,91,6720,0
0,2013,Oklahoma,name2577 - 2677,91,3890,0
0,2013,Oklahoma,name2578 - 2678,91,6274,3
0,2013,Oklahoma,name2579 - 2679,89,4326,4
0,2013,Oklahoma,name2580 - 2680,86,7464,0
0,2013,Oklahoma,name2581 - 2681,84,6157,0
0,2013,Oklahoma,name2582 - 2682,84,5191,58
0,2013,Oklahoma,name2583 - 2683,83,8696,0
0,2013,Oklahoma,name2584 - 2684,82,6727,90
0,2013,Oklahoma,name2585 - 2685,82,5874,0
0,2013,Oklahoma,name2586 - 2686,81,2604,0
0,2013,Oklahoma,name2587 - 2687,79,6092,11
0,2013,Oklahoma,name2588 - 2688,74,5579,2
0,2013,Oklahoma,name2589 - 2689,73,6392,0
0,2013,Oklahoma,name2590 - 2690,72,5981,0
0,2013,Oklahoma,name2591 - 2691,72,8560,0
0,2013,Oklahoma,name2592 - 2692,72,7565,0
0,2013,Oklahoma,name2593 - 2693,68,7073,0
0,2013,Oklahoma,name2594 - 2694,65,8025,0
0,2013,Oklahoma,name2595 - 2695,62,4861,0
0,2013,Oklahoma,name2596 - 2696,59,3506,0
0,2013,Oklahoma,name2597 - 2697,59,4550,0
0,2013,Oklahoma,name2598 - 2698,57,2923,8
0,2013,Oklahoma,name2599 - 2699,55,4766,6
0,2013,Oklahoma,name2600 - 2700,54,4341,0
0,2013,Oklahoma,name2601 - 2701,51,3973,27
0,2013,Oklahoma,name2602 - 2702,48,4899,0
0,2013,Oklahoma,name2603 - 2703,46,3685,0
0,2013,Oklahoma,name2604 - 2704,46,1754,0
0,2013,Oklahoma,name2605 - 2705,43,3689,0
0,2013,Oklahoma,name2606 - 2706,42,4133,0
0,2013,Oklahoma,name2607 - 2707,41,2578,0
0,2013,Oklahoma,name2608 - 2708,31,1773,0
0,2013,Oklahoma,name2609 - 2709,30,684,0
0,2013,Oklahoma,name2610 - 2710,22,2193,0
0,2013,Oklahoma,name2611 - 2711,22,1674,0
0,2013,Oklahoma,name2612 - 2712,21,1075,0
0,2013,Oklahoma,name2613 - 2713,19,1745,0
0,2013,Oklahoma,name2614 - 2714,17,1461,0
0,2013,Oklahoma,name2615 - 2715,16,849,79
0,2013,Oklahoma,name2616 - 2716,15,498,0
0,2013,Oklahoma,name2617 - 2717,14,356,0
0,2013,Oklahoma,name2618 - 2718,12,2282,0
0,2013,Oklahoma,name2619 - 2719,11,428,0
0,2013,Oregon,name2620 - 2720,2908,148664,645
0,2013,Oregon,name2621 - 2721,1370,60041,158
0,2013,Oregon,name2622 - 2722,1195,47788,1662
0,2013,Oregon,name2623 - 2723,985,42253,105
0,2013,Oregon,name2624 - 2724,976,56568,162
0,2013,Oregon,name2625 - 2725,969,63949,84
0,2013,Oregon,name2626 - 2726,927,59661,1274
0,2013,Oregon,name2627 - 2727,878,56041,3
0,2013,Oregon,name2628 - 2728,760,26778,102
0,2013,Oregon,name2629 - 2729,721,30064,1198
0,2013,Oregon,name2630 - 2730,613,57667,41
0,2013,Oregon,name2631 - 2731,578,24529,2
0,2013,Oregon,name2632 - 2732,568,45787,2
0,2013,Oregon,name2633 - 2733,530,29137,20
0,2013,Oregon,name2634 - 2734,499,19179,1
0,2013,Oregon,name2635 - 2735,491,22252,416
0,2013,Oregon,name2636 - 2736,360,16563,54
0,2013,Oregon,name2637 - 2737,349,13927,0
0,2013,Oregon,name2638 - 2738,338,16825,6
0,2013,Oregon,name2639 - 2739,337,19430,11
0,2013,Oregon,name2640 - 2740,312,18230,11
0,2013,Oregon,name2641 - 2741,310,18402,0
0,2013,Oregon,name2642 - 2742,306,31584,0
0,2013,Oregon,name2643 - 2743,212,19108,22
0,2013,Oregon,name2644 - 2744,211,11134,4
0,2013,Oregon,name2645 - 2745,208,9748,0
0,2013,Oregon,name2646 - 2746,208,16938,6
0,2013,Oregon,name2647 - 2747,203,11104,1
0,2013,Oregon,name2648 - 2748,173,5702,4
0,2013,Oregon,name2649 - 2749,172,6761,0
0,2013,Oregon,name2650 - 2750,159,8369,0
0,2013,Oregon,name2651 - 2751,158,4100,0
0,2013,Oregon,name2652 - 2752,152,11304,8
0,2013,Oregon,name2653 - 2753,147,9835,8
0,2013,Oregon,name2654 - 2754,135,4899,0
0,2013,Oregon,name2655 - 2755,114,4081,6
0,2013,Oregon,name2656 - 2756,111,7635,0
0,2013,Oregon,name2657 - 2757,106,3603,4
0,2013,Oregon,name2658 - 2758,101,9124,0
0,2013,Oregon,name2659 - 2759,100,4650,0
0,2013,Oregon,name2660 - 2760,95,7342,0
0,2013,Oregon,name2661 - 2761,90,5556,12
0,2013,Oregon,name2662 - 2762,70,3179,0
0,2013,Oregon,name2663 - 2763,30,1022,0
0,2013,Oregon,name2664 - 2764,28,1106,0
0,2013,Oregon,name2665 - 2765,22,641,0
0,2013,Oregon,name2666 - 2766,22,1356,0
0,2013,Oregon,name2667 - 2767,17,1187,6
0,2013,Pennsylvania,name2668 - 2768,2701,134262,6011
0,2013,Pennsylvania,name2669 - 2769,2565,125203,6090
0,2013,Pennsylvania,name2670 - 2770,2065,91560,10398
0,2013,Pennsylvania,name2671 - 2771,1719,116676,403
0,2013,Pennsylvania,name2672 - 2772,1466,170220,571
0,2013,Pennsylvania,name2673 - 2773,1438,120536,330
0,2013,Pennsylvania,name2674 - 2774,1417,92453,839
0,2013,Pennsylvania,name2675 - 2775,1390,57228,1991
0,2013,Pennsylvania,name2676 - 2776,1336,98474,792
0,2013,Pennsylvania,name2677 - 2777,1313,47421,1206
0,2013,Pennsylvania,name2678 - 2778,1266,52003,3360
0,2013,Pennsylvania,name2679 - 2779,1248,65711,587
0,2013,Pennsylvania,name2680 - 2780,1204,57628,2569
0,2013,Pennsylvania,name2681 - 2781,1161,54478,2992
0,2013,Pennsylvania,name2682 - 2782,1134,75544,223
0,2013,Pennsylvania,name2683 - 2783,1071,62145,594
0,2013,Pennsylvania,name2684 - 2784,1066,69603,730
0,2013,Pennsylvania,name2685 - 2785,1030,30439,1270
0,2013,Pennsylvania,name2686 - 2786,1024,34973,2584
0,2013,Pennsylvania,name2687 - 2787,1020,51656,1529
0,2013,Pennsylvania,name2688 - 2788,978,34964,1067
0,2013,Pennsylvania,name2689 - 2789,954,40752,994
0,2013,Pennsylvania,name2690 - 2790,940,39255,2318
0,2013,Pennsylvania,name2691 - 2791,936,50187,356
0,2013,Pennsylvania,name2692 - 2792,749,27283,688
0,2013,Pennsylvania,name2693 - 2793,729,32300,1106
0,2013,Pennsylvania,name2694 - 2794,685,38882,24
0,2013,Pennsylvania,name2695 - 2795,671,67348,82
0,2013,Pennsylvania,name2696 - 2796,662,29453,1908
0,2013,Pennsylvania,name2697 - 2797,654,48239,96
0,2013,Pennsylvania,name2698 - 2798,647,50778,185
0,2013,Pennsylvania,name2699 - 2799,606,60390,185
0,2013,Pennsylvania,name2700 - 2800,599,44743,395
0,2013,Pennsylvania,name2701 - 2801,595,14790,1065
0,2013,Pennsylvania,name2702 - 2802,562,50550,111
0,2013,Pennsylvania,name2703 - 2803,560,44905,132
0,2013,Pennsylvania,name2704 - 2804,557,29279,1420
0,2013,Pennsylvania,name2705 - 2805,520,58673,31
0,2013,Pennsylvania,name2706 - 2806,488,41513,70
0,2013,Pennsylvania,name2707 - 2807,487,39705,319
0,2013,Pennsylvania,name2708 - 2808,477,44877,27
0,2013,Pennsylvania,name2709 - 2809,475,33678,318
0,2013,Pennsylvania,name2710 - 2810,471,23727,396
0,2013,Pennsylvania,name2711 - 2811,470,39466,99
0,2013,Pennsylvania,name2712 - 2812,469,13325,1168
0,2013,Pennsylvania,name2713 - 2813,453,21035,432
0,2013,Pennsylvania,name2714 - 2814,447,47717,3
0,2013,Pennsylvania,name2715 - 2815,440,22071,5
0,2013,Pennsylvania,name2716 - 2816,436,29598,25
0,2013,Pennsylvania,name2717 - 2817,430,35447,5
0,2013,Pennsylvania,name2718 - 2818,414,29423,899
0,2013,Pennsylvania,name2719 - 2819,409,35123,461
0,2013,Pennsylvania,name2720 - 2820,406,38966,3
0,2013,Pennsylvania,name2721 - 2821,395,13588,873
0,2013,Pennsylvania,name2722 - 2822,382,20633,52
0,2013,Pennsylvania,name2723 - 2823,380,28982,607
0,2013,Pennsylvania,name2724 - 2824,372,24806,5
0,2013,Pennsylvania,name2725 - 2825,369,34103,58
0,2013,Pennsylvania,name2726 - 2826,366,16673,623
0,2013,Pennsylvania,name2727 - 2827,360,11190,475
0,2013,Pennsylvania,name2728 - 2828,358,9639,798
0,2013,Pennsylvania,name2729 - 2829,336,22175,98
0,2013,Pennsylvania,name2730 - 2830,336,16586,5
0,2013,Pennsylvania,name2731 - 2831,335,21091,199
0,2013,Pennsylvania,name2732 - 2832,334,24901,17
0,2013,Pennsylvania,name2733 - 2833,331,13097,350
0,2013,Pennsylvania,name2734 - 2834,329,13304,764
0,2013,Pennsylvania,name2735 - 2835,324,6193,3158
0,2013,Pennsylvania,name2736 - 2836,311,12746,8
0,2013,Pennsylvania,name2737 - 2837,286,14374,127
0,2013,Pennsylvania,name2738 - 2838,285,11776,61
