Name,Category,Value
B673,B,0.498952797
A811,A,0.74437117
B733,B,0.227322542
A690,A,0.572968124
B455,B,0.184673002
A676,A,0.264661028
B211,B,0.821957257
A720,A,0.228550811
B349,B,0.405013283
A70,A,0.738718194
B233,B,0.639028343
A719,A,0.186122701
B945,B,0.193409531
A67,A,0.503476147
B475,B,0.622779868
A990,A,0.066281361
B820,B,0.089191157
A413,A,0.961305496
B408,B,0.100694625
A454,A,0.075972734
B812,B,0.269715464
A644,A,0.1902695
B16,B,0.012235198
A186,A,0.487547269
B464,B,0.553486964
A250,A,0.690206957
B675,B,0.140682468
A467,A,0.087160715
B446,B,0.99311483
A599,A,0.756166193
B859,B,0.577105208
A451,A,0.421715677
B435,B,0.977489741
A36,A,0.210958407
B426,B,0.839610645
A364,A,0.587057102
B509,B,0.820012477
A345,A,0.97035318
B434,B,0.963434948
A222,A,0.142946292
B268,B,0.710081172
A345,A,0.110644343
B299,B,0.071372634
A162,A,0.888903429
B121,B,0.767960956
A219,A,0.708034098
B933,B,0.882879317
A637,A,0.046023395
B998,B,0.378917117
A359,A,0.179993075
B829,B,0.472079696
A203,A,0.912935376
B434,B,0.139187685
A440,A,0.68024625
B655,B,0.321695274
A491,A,0.127149086
B604,B,0.128193543
A762,A,0.263869356
B839,B,0.843940568
A644,A,0.351463058
B875,B,0.992462681
A169,A,0.457993578
B25,B,0.254048884
A804,A,0.033174769
B229,B,0.756371742
A491,A,0.879187511
B2,B,0.695976375
A348,A,0.888363419
B904,B,0.013696648
A826,A,0.064754738
B838,B,0.57565351
A270,A,0.409881272
B35,B,0.08808681
A150,A,0.38747691
B65,B,0.962634258
A213,A,0.524949419
B184,B,0.975796419
A691,A,0.554129497
B343,B,0.849805977
A908,A,0.477303208
B462,B,0.123842672
A0,A,0.402657826
B180,B,0.480089872
A615,A,0.865606623
B280,B,0.629514489
A421,A,0.088024938
B911,B,0.988044154
A466,A,0.92409158
B959,B,0.199114882
A144,A,0.994914935
B355,B,0.654523485
A397,A,0.23459437
B543,B,0.637186087
A193,A,0.502903601
B13,B,0.98784559
A434,A,0.494892409
B448,B,0.411784178
A170,A,0.134056407
B789,B,0.871599679
A689,A,0.91918893
B881,B,0.453823702
A465,A,0.848555608
B839,B,0.072366008
A619,A,0.083174369
B136,B,0.936177782
A40,A,0.611932008
B576,B,0.348714511
A591,A,0.098844278
B479,B,0.392788064
A920,A,0.248825391
B793,B,0.924701634
A394,A,0.385025005
B930,B,0.555925217
A661,A,0.236684779
B514,B,0.081792774
A894,A,0.622502467
B821,B,0.8986252
A19,A,0.884467436
B452,B,0.533856033
A984,A,0.516611841
B958,B,0.586202177
A555,A,0.434512897
B810,B,0.658646121
A93,A,0.616408094
B543,B,0.550183923
A802,A,0.519905041
B693,B,0.648638189
A469,A,0.188965674
B637,B,0.639993237
A727,A,0.67056986
B785,B,0.717713861
A724,A,0.289701764
B39,B,0.454879996
A830,A,0.051444885
B95,B,0.953767814
A703,A,0.815660368
B777,B,0.800740007
A305,A,0.550497008
B517,B,0.857240298
A468,A,0.223300112
B484,B,0.941028246
A913,A,0.577302361
B439,B,0.872034833
A307,A,0.21570534
B134,B,0.576097975
A231,A,0.603090173
B58,B,0.270450685
A535,A,0.166685969
B645,B,0.627355819
A990,A,0.898220449
B326,B,0.959426905
A995,A,0.59683618
B15,B,0.922500734
A616,A,0.062917365
B427,B,0.791899458
A292,A,0.06842092
B682,B,0.978027228
A3,A,0.027549953
B317,B,0.355272978
A514,A,0.033362332
B546,B,0.335834758
A413,A,0.663048077
B756,B,0.514323955
A960,A,0.357005501
B248,B,0.202280406
A108,A,0.962857169
B333,B,0.334107132
A787,A,0.663066382
B948,B,0.28143953
A278,A,0.261838302
B153,B,0.186218655
A121,A,0.239171709
B824,B,0.818136307
A993,A,0.097096915
B82,B,0.773580454
A293,A,0.252285892
B824,B,0.284539482
A561,A,0.602964271
B8,B,0.744753453
A813,A,0.407115321
B130,B,0.413660842
A211,A,0.405848768
B377,B,0.223871562
A729,A,0.296364705
B132,B,0.999065364
A915,A,0.924804175
B529,B,0.54432033
A269,A,0.655563504
B970,B,0.412484644
A491,A,0.337237647
B717,B,0.353800528
A99,A,0.648556086
B555,B,0.618672183
A540,A,0.513406706
B830,B,0.500045526
A170,A,0.357045329
B953,B,0.322694544
A994,A,0.030059883
B911,B,0.890485611
A817,A,0.716330006
B166,B,0.741021985
A795,A,0.02618537
B828,B,0.202660018
A12,A,0.108194328
B399,B,0.086967777
A747,A,0.053218759
B209,B,0.471651223
A153,A,0.16975057
B224,B,0.669048043
A999,A,0.605160712
B137,B,0.977041706
A544,A,0.930878025
B939,B,0.553732771
A308,A,0.368994185
B216,B,0.272189584
A635,A,0.403142714
B521,B,0.456383296
A186,A,0.277304669
B343,B,0.281187933
A368,A,0.574282644
B488,B,0.503671476
A641,A,0.242581459
B608,B,0.425092881
A572,A,0.97520105
B261,B,0.611502016
A339,A,0.274159087
B197,B,0.006785871
A466,A,0.343363405
B983,B,0.713364525
A220,A,0.015943884
B310,B,0.674641597
A760,A,0.903775875
B297,B,0.11284066
A706,A,0.925466873
B158,B,0.303850644
A398,A,0.205580918
B935,B,0.576660558
A842,A,0.443319002
B184,B,0.132703511
A643,A,0.037922808
B489,B,0.030948789
A466,A,0.845955544
B247,B,0.188705535
A190,A,0.381867083
B11,B,0.681310881
A572,A,0.23929382
B887,B,0.771111013
A967,A,0.664872227
B103,B,0.733159336
A526,A,0.253863051
B544,B,0.951701138
A207,A,0.437784833
B517,B,0.496830985
A531,A,0.496471103
B359,B,0.972115778
A543,A,0.559295893
B910,B,0.52893259
A384,A,0.379007
B694,B,0.087922771
A495,A,0.397637419
B14,B,0.693430985
A820,A,0.367202413
B911,B,0.162965369
A159,A,0.385578711
B288,B,0.870822875
A931,A,0.101929179
B809,B,0.142314726
A711,A,0.5851782
B871,B,0.86913145
A640,A,0.772423214
B479,B,0.352058607
A979,A,0.350495734
B115,B,0.343997961
A603,A,0.572820412
B861,B,0.144296998
A216,A,0.202541684
B173,B,0.088332772
A428,A,0.766263407
B507,B,0.936162532
A558,A,0.27338223
B394,B,0.502711384
A444,A,0.277412827
B840,B,0.018276006
A379,A,0.307954423
B269,B,0.974606041
A538,A,0.450391283
B815,B,0.8063731
A306,A,0.794329907
B135,B,0.039616485
A702,A,0.920027444
B773,B,0.281412902
A694,A,0.647936877
B977,B,0.918598275
A869,A,0.70592803
B308,B,0.996914075
A258,A,0.451045064
B342,B,0.474433359
A970,A,0.528483425
B365,B,0.38422302
A133,A,0.819171811
B944,B,0.072044301
A218,A,0.233444579
B152,B,0.001826535
A54,A,0.692496814
B25,B,0.800439861
A416,A,0.353913057
B308,B,0.922768744
A219,A,0.370298471
B96,B,0.452551738
A313,A,0.629640922
B942,B,0.479106832
A993,A,0.594464962
B406,B,0.022289548
A777,A,0.144072188
B891,B,0.95274819
A259,A,0.959874914
B604,B,0.381689518
A752,A,0.798882141
B149,B,0.512550512
A591,A,0.020333369
B186,B,0.858601601
A924,A,0.42083574
B497,B,0.071713489
A143,A,0.125954943
B169,B,0.859204423
A306,A,0.260183423
B529,B,0.42863001
A760,A,0.883879262
B645,B,0.251830075
A866,A,0.046167702
B517,B,0.698416265
A197,A,0.416375151
B476,B,0.179524087
A109,A,0.133471023
B169,B,0.132870278
A663,A,0.43958703
B999,B,0.291562708
A285,A,0.160617067
B545,B,0.535050365
A326,A,0.529423123
B358,B,0.28190327
A873,A,0.93021285
B804,B,0.180351298
A1,A,0.680217323
B518,B,0.210921105
A877,A,0.102925544
B279,B,0.248208402
A62,A,0.008871002
B697,B,0.997690535
A234,A,0.561285322
B866,B,0.33749267
A472,A,0.208328148
B911,B,0.303815156
A272,A,0.039819068
B345,B,0.850471208
A566,A,0.709886974
B757,B,0.143794048
A868,A,0.773897564
B514,B,0.109434837
A260,A,0.573359394
B858,B,0.930483522
A306,A,0.544547976
B777,B,0.806943314
A851,A,0.631920683
B202,B,0.371300778
A477,A,0.727354923
B711,B,0.700235666
A998,A,0.77485439
B332,B,0.405141908
A589,A,0.934679532
B99,B,0.736761942
A521,A,0.777863467
B339,B,0.941127792
A885,A,0.112629621
B718,B,0.781463215
A538,A,0.157074702
B726,B,0.518756369
A710,A,0.576185792
B550,B,0.56706167
A485,A,0.481667956
B63,B,0.394763081
A925,A,0.894704771
B530,B,0.990990879
A288,A,0.228124289
B48,B,0.29526308
A743,A,0.108520472
B403,B,0.213191508
A496,A,0.206093206
B655,B,0.264236016
A365,A,0.975732441
B685,B,0.133599174
A557,A,0.199631048
B229,B,0.778180178
A121,A,0.410579539
B372,B,0.828634908
A928,A,0.125931362
B835,B,0.199382932
A662,A,0.449750028
B194,B,0.036327216
A223,A,0.137873565
B469,B,0.342308446
A421,A,0.75474845
B198,B,0.464721651
A569,A,0.932775997
B102,B,0.920446945
A163,A,0.943343684
B683,B,0.736258735
A361,A,0.312350688
B532,B,0.49959999
A817,A,0.791630319
B757,B,0.381337834
A762,A,0.493101078
B138,B,0.767303285
A150,A,0.526840964
B962,B,0.470701797
A444,A,0.852354444
B24,B,0.764194384
A670,A,0.109590911
B335,B,0.809241793
A564,A,0.019991845
B907,B,0.790634568
A151,A,0.683857245
B592,B,0.317212703
A296,A,0.656271928
B501,B,0.986118629
A155,A,0.070925501
B797,B,0.463001829
A184,A,0.825099267
B212,B,0.054394926
A672,A,0.89237417
B61,B,0.132219051
A535,A,0.669819954
B33,B,0.02705974
A598,A,0.057074699
B271,B,0.940291975
A802,A,0.515305516
B286,B,0.789846911
A974,A,0.372729393
B464,B,0.747865647
A897,A,0.641692299
B406,B,0.493289733
A404,A,0.55960716
B246,B,0.751338421
A237,A,0.046215342
B715,B,0.745161437
A365,A,0.440224442
B498,B,0.626407842
A2,A,0.805064265
B200,B,0.727250852
A277,A,0.371763599
B284,B,0.688323134
A358,A,0.76196377
B843,B,0.876191633
A550,A,0.669564707
B393,B,0.325165239
A578,A,0.031560208
B83,B,0.090102828
A629,A,0.969862153
B550,B,0.349631844
A52,A,0.987546674
B234,B,0.703099679
A649,A,0.303879596
B869,B,0.878531155
A922,A,0.517894461
B313,B,0.341782641
A57,A,0.159337285
B865,B,0.671248522
A59,A,0.641007968
B517,B,0.29271093
A374,A,0.225337333
B58,B,0.696656223
A580,A,0.182501264
B57,B,0.208661851
A494,A,0.821222845
B920,B,0.224156342
A29,A,0.845986313
B332,B,0.72020726
A962,A,0.416546407
B599,B,0.278971397
A16,A,0.700239668
B827,B,0.975330745
A660,A,0.189787324
B791,B,0.224615515
A525,A,0.317511938
B572,B,0.844700756
A374,A,0.335152475
B148,B,0.281397636
A670,A,0.789393086
B770,B,0.284324069
A524,A,0.679869872
B786,B,0.778711601
A39,A,0.289914362
B19,B,0.395857785
A858,A,0.877448166
B68,B,0.407236654
A764,A,0.377420318
B742,B,0.011209454
A835,A,0.247669079
B536,B,0.90468314
A729,A,0.638411515
B563,B,0.88426986
A62,A,0.662056149
B209,B,0.139419327
A743,A,0.043344073
B962,B,0.577724684
A46,A,0.120597587
B136,B,0.710090144
A308,A,0.058541509
B776,B,0.174066837
A520,A,0.15826488
B845,B,0.445256015
A525,A,0.877245866
B927,B,0.028864919
A620,A,0.054470753
B273,B,0.914790888
A220,A,0.686069958
B153,B,0.507870727
A614,A,0.329818653
B261,B,0.619411444
A241,A,0.512261209
B895,B,0.020703486
A686,A,0.985884507
B118,B,0.35464455
A297,A,0.229735004
B597,B,0.191302924
A423,A,0.25797446
B821,B,0.722859535
A604,A,0.783351266
B401,B,0.291644098
A313,A,0.160541371
B806,B,0.087464214
A704,A,0.238844797
B503,B,0.675056273
A543,A,0.307012586
B976,B,0.481686027
A768,A,0.181664794
B312,B,0.183255254
A679,A,0.881392535
B717,B,0.413699915
A131,A,0.746165373
B99,B,0.178732327
A634,A,0.434594889
B538,B,0.730759086
A175,A,0.685014579
B82,B,0.95296213
A520,A,0.63039818
B811,B,0.081533161
A978,A,0.964254295
B925,B,0.685469075
A285,A,0.385067642
B77,B,0.039472085
A774,A,0.155066525
B954,B,0.452827357
A257,A,0.811318953
B135,B,0.13925364
A169,A,0.701979515
B19,B,0.183273475
A832,A,0.874743205
B502,B,0.959859542
A51,A,0.38962104
B797,B,0.10407177
A606,A,0.04522655
B650,B,0.148126404
A353,A,0.109991086
B164,B,0.43181626
A82,A,0.569249696
B216,B,0.121534978
A498,A,0.354636356
B964,B,0.346118151
A447,A,0.40400274
B310,B,0.120109488
A327,A,0.829703948
B865,B,0.379950008
A488,A,0.720440187
B235,B,0.545527288
A274,A,0.426957261
B583,B,0.078094073
A110,A,0.298081991
B559,B,0.604136055
A397,A,0.215733894
B574,B,0.301739521
A677,A,0.844690495
B263,B,0.162784993
A188,A,0.02444028
B29,B,0.074426962
A696,A,0.958133564
B208,B,0.000686902
A836,A,0.65067353
B660,B,0.0415635
A620,A,0.638718623
B389,B,0.038895232
A759,A,0.098081329
B87,B,0.306571196
A727,A,0.073554163
B958,B,0.550574167
A277,A,0.493679595
B389,B,0.251967354
A801,A,0.766363713
B214,B,0.271414623
A549,A,0.330625234
B821,B,0.272705649
A106,A,0.33719393
B424,B,0.202428089
A488,A,0.334340234
B128,B,0.242120842
A88,A,0.343888703
B960,B,0.277598212
A3,A,0.464972822
B870,B,0.898259598
A627,A,0.104775471
B79,B,0.10573758
A324,A,0.604119419
B356,B,0.524028211
A96,A,0.818363956
B847,B,0.037063104
A349,A,0.981284302
B357,B,0.089320499
A644,A,0.227392061
B245,B,0.385198973
A515,A,0.180758618
B177,B,0.049473706
A572,A,0.454682287
B676,B,0.864248097
A813,A,0.866136433
B335,B,0.52501335
A707,A,0.031411599
B556,B,0.233040062
A753,A,0.425510492
B742,B,0.701726146
A260,A,0.186837208
B883,B,0.384640171
A283,A,0.749057011
B941,B,0.835799684
A585,A,0.453114887
B475,B,0.504086212
A292,A,0.025264795
B216,B,0.99735763
A966,A,0.853012217
B181,B,0.57428901
A746,A,0.663408496
B453,B,0.40699201
A286,A,0.850924588
B677,B,0.715395166
A12,A,0.377829362
B786,B,0.476789879
A397,A,0.266008717
B991,B,0.759467549
A250,A,0.384911514
B448,B,0.331450233
A599,A,0.730765829
B826,B,0.241812315
A680,A,0.083709384
B170,B,0.084645941
A629,A,0.750524967
B966,B,0.800436835
A940,A,0.402749189
B776,B,0.915700525
A482,A,0.721627944
B506,B,0.959709952
A752,A,0.9388646
B719,B,0.57129884
A125,A,0.512148769
B730,B,0.031180709
A241,A,0.729768427
B611,B,0.258142481
A432,A,0.209253842
B98,B,0.328601447
A843,A,0.758819617
B179,B,0.158065343
A631,A,0.692678571
B376,B,0.947657995
A828,A,0.568532729
B243,B,0.408102172
A752,A,0.575331265
B735,B,0.783460231
A568,A,0.057776785
B191,B,0.814554291
A930,A,0.368062901
B269,B,0.397542152
A822,A,0.728501375
B999,B,0.787753984
A247,A,0.167034366
B830,B,0.388915298
A575,A,0.943132209
B886,B,0.762182852
A49,A,0.097413344
B879,B,0.331918339
A73,A,0.603760823
B296,B,0.693260431
A522,A,0.974593087
B492,B,0.692824657
A162,A,0.890397933
B123,B,0.842374489
A75,A,0.931134964
B815,B,0.961126495
A254,A,0.179928444
B805,B,0.904015735
A6,A,0.085413289
B730,B,0.957363704
A908,A,0.095422778
B751,B,0.458048801
A956,A,0.948765426
B521,B,0.294324606
A265,A,0.227414829
B368,B,0.017145457
A89,A,0.969584601
B579,B,0.58083056
A422,A,0.724078678
B888,B,0.5132148
A888,A,0.665618292
B429,B,0.362814458
A611,A,0.63979659
B899,B,0.022048737
A424,A,0.832637798
B748,B,0.433109744
A921,A,0.140296428
B666,B,0.729036494
A581,A,0.029193977
B857,B,0.002601966
A358,A,0.53097892
B679,B,0.49662678
A987,A,0.912333086
B486,B,0.668149379
A825,A,0.605606414
B90,B,0.047723732
A324,A,0.284508168
B376,B,0.439822411
A124,A,0.928846908
B161,B,0.949144779
A646,A,0.278007967
B158,B,0.028031098
A910,A,0.896823653
B843,B,0.930601138
A657,A,0.187348543
B61,B,0.421609299
A799,A,0.996781216
B203,B,0.004649322
A602,A,0.67177069
B113,B,0.213901191
A474,A,0.361871511
B345,B,0.783195423
A807,A,0.595772637
B276,B,0.04625981
A725,A,0.198924988
B793,B,0.652743281
A795,A,0.067586786
B263,B,0.947406067
A239,A,0.815742601
B837,B,0.203208785
A470,A,0.158425297
B411,B,0.279003177
A690,A,0.237650381
B611,B,0.645672201
A85,A,0.852838384
B342,B,0.687098828
A448,A,0.920394815
B285,B,0.133642518
A40,A,0.730564165
B553,B,0.041257711
A920,A,0.582221137
B871,B,0.70212818
A239,A,0.845541884
B249,B,0.717931791
A942,A,0.970268989
B112,B,0.342167349
A667,A,0.535067174
B966,B,0.148869907
A60,A,0.368512121
B189,B,0.92867656
A409,A,0.531777285
B343,B,0.70155592
A313,A,0.32936884
B553,B,0.057639301
A352,A,0.07832764
B610,B,0.576726763
A603,A,0.417438588
B18,B,0.005072827
A376,A,0.116580861
B194,B,0.449711243
A845,A,0.044201762
B323,B,0.198290744
A299,A,0.823430286
B506,B,0.936529835
A813,A,0.733379865
B18,B,0.449304544
A926,A,0.94428681
B499,B,0.200821431
A952,A,0.716235675
B74,B,0.621573153
A921,A,0.700034229
B553,B,0.588422578
A976,A,0.448115409
B363,B,0.35646458
A519,A,0.350037176
B944,B,0.549717517
A285,A,0.24941489
B334,B,0.139881344
A744,A,0.045506038
B673,B,0.437203217
A437,A,0.13396467
B183,B,0.6644667
A484,A,0.203368181
B670,B,0.922849252
A488,A,0.738927976
B207,B,0.821013494
A501,A,0.034032792
B85,B,0.526959165
A240,A,0.706058278
B906,B,0.815960985
A767,A,0.363781155
B190,B,0.035360814
A618,A,0.973461801
B412,B,0.377807737
A214,A,0.916217375
B348,B,0.434934239
A599,A,0.527340639
B122,B,0.79745829
A392,A,0.203689978
B354,B,0.907596891
A896,A,0.085040054
B429,B,0.131689735
A368,A,0.610445951
B493,B,0.641159975
A552,A,0.817935119
B378,B,0.106106856
A760,A,0.647879325
B200,B,0.896919126
A942,A,0.343434786
B728,B,0.623364372
A534,A,0.929276318
B517,B,0.786209172
A971,A,0.732873159
B367,B,0.200183947
A796,A,0.464553478
B85,B,0.750233186
A858,A,0.646702672
B826,B,0.495080298
A297,A,0.390688194
B931,B,0.963401316
A895,A,0.689174503
B790,B,0.015276455
A575,A,0.628639976
B871,B,0.118602404
A703,A,0.741944134
B987,B,0.393632859
A341,A,0.093397846
B580,B,0.713827365
A646,A,0.346096226
B319,B,0.3678497
A302,A,0.666194618
B704,B,0.74252028
A435,A,0.83254172
B702,B,0.61496804
A701,A,0.636150873
B836,B,0.65375705
A670,A,0.921643952
B322,B,0.477886066
A765,A,0.249264352
B387,B,0.984498011
A966,A,0.990163555
B166,B,0.725883496
A323,A,0.455745172
B27,B,0.196768803
A247,A,0.942580418
B329,B,0.578046908
A685,A,0.094640834
B837,B,0.440734174
A200,A,0.312983341
B709,B,0.966300773
A93,A,0.845333913
B772,B,0.055685205
A142,A,0.008965841
B264,B,0.166973503
A437,A,0.104390093
B931,B,0.565067812
A972,A,0.904258619
B379,B,0.6295762
A741,A,0.328622278
B942,B,0.12887248
A513,A,0.930599082
B697,B,0.775796515
A510,A,0.26502151
B812,B,0.569216359
A75,A,0.769948049
B128,B,0.86446477
A13,A,0.546451132
B911,B,0.184574496
A315,A,0.958666332
B122,B,0.416330761
A119,A,0.074451046
B53,B,0.559100116
A558,A,0.788024273
B143,B,0.531954504
A668,A,0.795657228
B479,B,0.099700637
A471,A,0.946405789
B44,B,0.725569598
A43,A,0.793538939
B221,B,0.445430623
A901,A,0.592104614
B579,B,0.229094609
A624,A,0.361895531
B101,B,0.341677867
A211,A,0.250456355
B295,B,0.483547569
A634,A,0.742838861
B660,B,0.35264989
A367,A,0.525807559
B228,B,0.463989699
A202,A,0.50499976
B408,B,0.523433808
A862,A,0.372481082
B374,B,0.637481445
A868,A,0.252558446
B326,B,0.289861073
A803,A,0.788568698
B712,B,0.625392341
A51,A,0.344042784
B848,B,0.086246069
A205,A,0.471625134
B37,B,0.139368535
A705,A,0.751493025
B717,B,0.227192417
A566,A,0.195262824
B372,B,0.31860556
A432,A,0.145831055
B563,B,0.530593866
A234,A,0.72265809
B696,B,0.893331146
A685,A,0.136898726
B479,B,0.601476405
A604,A,0.912947269
B420,B,0.804692491
A134,A,0.320836495
B593,B,0.210793491
A444,A,0.63111344
B855,B,0.960458356
A276,A,0.351562599
B366,B,0.521458638
A205,A,0.996547104
B239,B,0.195297347
A237,A,0.932456571
B516,B,0.983940704
A244,A,0.32728475
B698,B,0.72738686
A731,A,0.796685399
B154,B,0.547806581
A588,A,0.504101047
B888,B,0.457750657
A678,A,0.787512829
B927,B,0.239245357
A656,A,0.787634136
B691,B,0.586473195
A816,A,0.815025885
B682,B,0.488744999
A738,A,0.699791208
B656,B,0.138434134
A537,A,0.794477813
B774,B,0.170968925
A120,A,0.333838857
B667,B,0.574969731
A665,A,0.708069118
B577,B,0.314645688
A94,A,0.218754827
B149,B,0.139270148
A172,A,0.278153774
B329,B,0.794280901
A714,A,0.925038457
B447,B,0.031203207
A883,A,0.021783774
B673,B,0.358024039
A125,A,0.327264398
B171,B,0.349969004
A792,A,0.029459394
B27,B,0.875166112
A490,A,0.94621211
B391,B,0.800845161
A755,A,0.590026009
B773,B,0.930256123
A141,A,0.915411787
B311,B,0.565916664
A466,A,0.437455282
B100,B,0.352611179
A532,A,0.483240413
B821,B,0.326602602
A677,A,0.718669664
B43,B,0.477925839
A658,A,0.794030265
B263,B,0.202167905
A236,A,0.350397446
B273,B,0.690578215
A535,A,0.72780765
B767,B,0.357811988
A678,A,0.725507989
B734,B,0.307906472
A817,A,0.409378969
B700,B,0.821293934
A796,A,0.700452495
B963,B,0.083134022
A924,A,0.433340922
B439,B,0.340255111
