DESTINATION,CODES,NEW RATE USD,CONN CHARGE,EFFECTIVE DATE,STATUS
Barbados Mobile CW,124624,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246250,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246251,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246252,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246253,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246254,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246255,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246446,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246447,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246448,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,1246449,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,124645,0.1779,0,30/Jan/16,SAME
Barbados Mobile CW,124652,0.1779,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246256,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246257,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246258,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246259,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,124626,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246530,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246531,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246532,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246533,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,1246534,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,124682,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,124683,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,124684,0.1792,0,30/Jan/16,SAME
Barbados Mobile Digicel,124685,0.1792,0,30/Jan/16,SAME
Belarus,375,0.2599,0,30/Jan/16,SAME
Belarus Minsk,375172,0.2589,0,30/Jan/16,SAME
Belarus Minsk,375173,0.2589,0,30/Jan/16,SAME
Belarus Minsk,375175,0.2589,0,30/Jan/16,SAME
Belarus Mobile MTS,37533,0.2658,0,30/Jan/16,SAME
Belarus Mobile MTS,37544,0.2658,0,30/Jan/16,SAME
Belarus Mobile Others,37525,0.2658,0,30/Jan/16,SAME
Belarus Mobile Others,37529,0.2658,0,30/Jan/16,SAME
Belarus Telematic Service,375602,0.2625,0,30/Jan/16,SAME
Belarus Voice Services OLO,375860,0.2589,0,30/Jan/16,SAME
Belgium,32,0.0133,0,30/Jan/16,SAME
Belgium Mobile Base,324665,0.0208,0,30/Jan/16,SAME
Belgium Mobile Base,324666,0.0208,0,30/Jan/16,SAME
Belgium Mobile Base,324667,0.0208,0,30/Jan/16,SAME
Belgium Mobile Base,3248,0.0208,0,30/Jan/16,SAME
Belgium Mobile Mobistar,3249,0.0178,0,30/Jan/16,SAME
Belgium Mobile Mobistar,32770005,0.0178,0,30/Jan/16,SAME
Belgium Mobile Other,3246,0.324,0,05/Feb/16,INCREASE
Belgium Mobile Proximus,32460,0.0175,0,30/Jan/16,SAME
Belgium Mobile Proximus,3247,0.0175,0,30/Jan/16,SAME
Belgium Mobile Proximus,32770001,0.0175,0,30/Jan/16,SAME
Belgium Mobile Telenet,324681,0.0193,0,30/Jan/16,SAME
Belgium Mobile Telenet,324682,0.0193,0,30/Jan/16,SAME
Belgium Mobile Telenet,324683,0.0193,0,30/Jan/16,SAME
Belgium Personal Numbers,3270,0.0147,0,05/Feb/16,INCREASE
Belgium Service Numbers,3278,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321020,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321044,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321089,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321141,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321171,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321172,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321174,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321175,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321176,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321191,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3211967,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3211968,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3211969,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321220,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321221,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321222,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321288,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321289,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321325,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321326,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321327,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321328,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321329,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321330,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321388,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321389,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321466,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321470,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321471,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321472,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321473,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321474,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321475,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321489,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321533,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321534,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321535,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321536,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321537,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321563,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321564,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321565,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321566,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321567,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321588,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321589,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321632,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321633,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321634,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321637,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321641,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321643,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321684,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321685,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321686,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321688,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321689,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321690,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321920,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321988,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,321989,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,32230,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322310,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322408,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322418,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322429,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322444,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322473,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,32261,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,322889,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323283,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323288,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323289,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323290,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323292,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323293,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323294,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323295,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323296,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323297,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323298,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323299,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323333,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323336,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323337,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323338,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323344,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323345,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,32361,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,323689,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,324244,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,324288,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,324389,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325064,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325065,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325066,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325067,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325068,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325069,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325070,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325073,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325088,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325090,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325143,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325144,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325145,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325152,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325153,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325160,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325162,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325169,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325180,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325181,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325182,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325188,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325189,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325250,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325251,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325252,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325253,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325254,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325255,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325256,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325257,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325279,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325288,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325338,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325339,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325340,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325341,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325342,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325343,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325369,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325388,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325423,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325424,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325425,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325426,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325480,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325488,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325559,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325560,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325561,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325562,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325580,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325588,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325628,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325629,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325632,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325644,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325647,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325649,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325688,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325690,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325735,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325736,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325737,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325788,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325789,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325859,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325860,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325861,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325862,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325863,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325888,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325889,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325940,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325941,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325942,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325943,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325944,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325988,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,325989,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326061,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326088,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326089,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326160,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326188,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326189,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326364,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326388,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326389,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326450,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326463,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326489,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326550,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326585,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326589,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326750,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326766,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326780,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326869,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326888,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326889,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326950,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326970,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,326980,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,327167,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,327169,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3271948,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3271949,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,327810,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3278353,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,327836,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,327878,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328050,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328069,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328081,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328150,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328169,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328180,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328283,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328288,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328289,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328384,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328388,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328389,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328485,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328488,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328489,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328586,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328588,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328589,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328687,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328688,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328689,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328750,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328757,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328780,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328920,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328921,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328922,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328923,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328924,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328925,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328980,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,328988,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,3290,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329278,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329279,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329324,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329328,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329329,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329330,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329331,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329332,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329334,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329335,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329336,0.0135,0,30/Jan/16,SAME
Belgium Telenet Areas,329350,0.0135,0,30/Jan/16,SAME
Belgium Versatel Areas,321075,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321076,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321156,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321275,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321375,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321476,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321574,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321674,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,321975,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322608,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322609,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322610,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322611,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322612,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,322613,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,323608,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,323609,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,323610,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,323611,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,323612,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,324274,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,324276,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,324322,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325074,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325175,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325275,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325361,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325461,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325575,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325674,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325761,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325775,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325875,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,325961,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326075,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326175,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326375,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326474,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326553,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326574,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326774,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326875,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,326975,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,327190,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,3271940,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,3271941,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,3271943,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,3271944,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,3271945,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328075,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328166,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328275,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328375,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328475,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328575,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328675,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328775,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,328974,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,329261,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,329262,0.0146,0,05/Feb/16,INCREASE
Belgium Versatel Areas,329351,0.0146,0,05/Feb/16,INCREASE
Belize,501,0.1721,0,30/Jan/16,SAME
Belize Mobile,5016,0.1723,0,30/Jan/16,SAME
Benin,229,0.1523,0,30/Jan/16,SAME
Benin Mobile BBCOM,22992,0.1537,0,30/Jan/16,SAME
Benin Mobile BBCOM,22993,0.1537,0,30/Jan/16,SAME
Benin Mobile BBCOM Plus,2299229,0.1542,0,30/Jan/16,SAME
Benin Mobile Globacom,22968,0.1537,0,30/Jan/16,SAME
Benin Mobile Globacom,22998,0.1537,0,30/Jan/16,SAME
Benin Mobile Globacom,22999,0.1537,0,30/Jan/16,SAME
Benin Mobile Libercom,22990,0.1523,0,30/Jan/16,SAME
Benin Mobile Moov,22963,0.1523,0,30/Jan/16,SAME
Benin Mobile Moov,22964,0.1523,0,30/Jan/16,SAME
Benin Mobile Moov,22965,0.1523,0,30/Jan/16,SAME
Benin Mobile Moov,22994,0.1523,0,30/Jan/16,SAME
Benin Mobile Moov,22995,0.1523,0,30/Jan/16,SAME
Benin Mobile MTN,22961,0.1358,0,30/Jan/16,SAME
Benin Mobile MTN,22962,0.1358,0,30/Jan/16,SAME
Benin Mobile MTN,22966,0.1358,0,30/Jan/16,SAME
Benin Mobile MTN,22967,0.1358,0,30/Jan/16,SAME
Benin Mobile MTN,22996,0.1358,0,30/Jan/16,SAME
Benin Mobile MTN,22997,0.1358,0,30/Jan/16,SAME
Bermuda,1441,0.0299,0,30/Jan/16,SAME
Bhutan,975,0.0496,0,30/Jan/16,SAME
Bolivia,591,0.0936,0,30/Jan/16,SAME
Bolivia Cochabamba,59144,0.0751,0,30/Jan/16,SAME
Bolivia La Paz,59122,0.0692,0,30/Jan/16,SAME
Bolivia Mobile,5916,0.1263,0,30/Jan/16,SAME
Bolivia Mobile,5917,0.1263,0,30/Jan/16,SAME
Bolivia Mobile Entel,59167,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Entel,59168,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Entel,59171,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Entel,59172,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Entel,59173,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Entel,59174,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Nuevatel,59160,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Nuevatel,59161,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Nuevatel,59165,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Nuevatel,59170,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Nuevatel,59179,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Tigo,59169,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Tigo,59175,0.1286,0,30/Jan/16,SAME
Bolivia Mobile Tigo,59176,0.1286,0,30/Jan/16,SAME
