Bundespräsidentenwahl  25. April 2010,,,,,,, Stand: , 30/04/10 18:40:45,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Nr.,Name,Wahlbe-, abgegeb. , Wahlbet. , ungültige ,, gültige ,,Dr. Fischer,,Dr. Gehring,, Rosenkranz ,, P 4 ,, P 5 ,, P 6 ,, erste Eingabe ,, letzte Eingabe ,
41627,Zwettl an der Rodl            ,"1,393", 901 , 64.68 , 80 , 8.88 , 821 , 91.12 , 684 , 83.31 , 66 , 8.04 , 71 , 8.65 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:35,25/04/2010,14:04:35
41699,Wahlkarten Urfahr-Umgebung               ,0," 3,204 ", 0 , 163 , 5.09 ," 3,041 ", 94.91 ," 2,625 ", 86.32 , 131 , 4.31 , 285 , 9.37 , 0 , 0 , 0 , 0 , 0 , 0 ,30/04/2010,17:30:30,30/04/2010,17:30:30
41700,Bezirk Vöcklabruck                   ,"100,717"," 56,747 ", 56.34 ," 4,714 ", 8.31 ," 52,033 ", 91.69 ," 40,128 ", 77.12 ," 3,306 ", 6.35 ," 8,599 ", 16.53 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,17:07:41,30/04/2010,17:51:09
41701,Ampflwang im Hausruckwald     ,"2,769"," 1,666 ", 60.17 , 117 , 7.02 ," 1,549 ", 92.98 ," 1,221 ", 78.83 , 56 , 3.62 , 272 , 17.56 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:39:21,25/04/2010,15:39:21
41702,Attersee                      ,"1,273", 608 , 47.76 , 49 , 8.06 , 559 , 91.94 , 465 , 83.18 , 28 , 5.01 , 66 , 11.81 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:06:36,25/04/2010,16:06:36
41703,Attnang-Puchheim              ,"6,327"," 3,065 ", 48.44 , 177 , 5.77 ," 2,888 ", 94.23 ," 2,267 ", 78.50 , 152 , 5.26 , 469 , 16.24 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:39:40,25/04/2010,15:39:40
41704,Atzbach                       ,912, 506 , 55.48 , 58 , 11.46 , 448 , 88.54 , 315 , 70.31 , 41 , 9.15 , 92 , 20.54 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:57:12,25/04/2010,13:57:12
41705,Aurach am Hongar              ,"1,258", 721 , 57.31 , 78 , 10.82 , 643 , 89.18 , 507 , 78.85 , 28 , 4.35 , 108 , 16.80 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:37:03,25/04/2010,15:37:03
41706,Berg im Attergau              ,783, 409 , 52.23 , 73 , 17.85 , 336 , 82.15 , 260 , 77.38 , 18 , 5.36 , 58 , 17.26 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:21:23,25/04/2010,13:08:06
41707,Desselbrunn                   ,"1,313", 766 , 58.34 , 100 , 13.05 , 666 , 86.95 , 510 , 76.58 , 57 , 8.56 , 99 , 14.86 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:00:20,25/04/2010,16:00:20
41708,Fornach                       ,724, 396 , 54.70 , 67 , 16.92 , 329 , 83.08 , 206 , 62.61 , 33 , 10.03 , 90 , 27.36 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:28:14,25/04/2010,13:28:14
41709,Frankenburg am Hausruck       ,"3,972"," 2,294 ", 57.75 , 202 , 8.81 ," 2,092 ", 91.19 ," 1,526 ", 72.94 , 123 , 5.88 , 443 , 21.18 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:39:59,25/04/2010,15:39:59
41710,Frankenmarkt                  ,"2,706"," 1,417 ", 52.37 , 104 , 7.34 ," 1,313 ", 92.66 , 951 , 72.43 , 99 , 7.54 , 263 , 20.03 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:57:44,25/04/2010,15:57:44
41711,Gampern                       ,"2,072"," 1,038 ", 50.10 , 89 , 8.57 , 949 , 91.43 , 738 , 77.77 , 59 , 6.22 , 152 , 16.02 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:09:23,25/04/2010,16:09:23
41712,Innerschwand                  ,846, 444 , 52.48 , 51 , 11.49 , 393 , 88.51 , 332 , 84.48 , 22 , 5.60 , 39 , 9.92 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:30:06,25/04/2010,13:30:06
41713,Lenzing                       ,"3,978"," 2,077 ", 52.21 , 138 , 6.64 ," 1,939 ", 93.36 ," 1,480 ", 76.33 , 69 , 3.56 , 390 , 20.11 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:20:53,25/04/2010,15:20:53
41714,Manning                       ,661, 392 , 59.30 , 29 , 7.40 , 363 , 92.60 , 284 , 78.24 , 41 , 11.29 , 38 , 10.47 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:45:14,25/04/2010,12:45:14
41715,Mondsee                       ,"2,370", 998 , 42.11 , 86 , 8.62 , 912 , 91.38 , 708 , 77.63 , 64 , 7.02 , 140 , 15.35 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:40:29,25/04/2010,15:40:29
41716,Neukirchen an der Vöckla      ,"1,991"," 1,137 ", 57.11 , 115 , 10.11 ," 1,022 ", 89.89 , 724 , 70.84 , 88 , 8.61 , 210 , 20.55 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:45:09,25/04/2010,15:45:09
41717,Niederthalheim                ,814, 444 , 54.55 , 48 , 10.81 , 396 , 89.19 , 288 , 72.73 , 48 , 12.12 , 60 , 15.15 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:01:01,25/04/2010,12:01:01
41718,Nußdorf am Attersee           ,880, 447 , 50.80 , 45 , 10.07 , 402 , 89.93 , 291 , 72.39 , 26 , 6.47 , 85 , 21.14 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:02:50,25/04/2010,13:02:50
41719,Oberhofen am Irrsee           ,"1,126", 638 , 56.66 , 49 , 7.68 , 589 , 92.32 , 485 , 82.34 , 33 , 5.60 , 71 , 12.05 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:10:35,25/04/2010,14:10:35
41720,Oberndorf bei Schwanenstadt   ,"1,124", 617 , 54.89 , 43 , 6.97 , 574 , 93.03 , 437 , 76.13 , 23 , 4.01 , 114 , 19.86 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:21:02,25/04/2010,14:21:02
41721,Oberwang                      ,"1,242", 575 , 46.30 , 71 , 12.35 , 504 , 87.65 , 388 , 76.98 , 40 , 7.94 , 76 , 15.08 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:03:12,25/04/2010,13:03:12
41722,Ottnang am Hausruck           ,"3,051"," 1,567 ", 51.36 , 115 , 7.34 ," 1,452 ", 92.66 ," 1,105 ", 76.10 , 96 , 6.61 , 251 , 17.29 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:39:18,25/04/2010,13:39:18
41723,Pfaffing                      ,"1,117", 553 , 49.51 , 56 , 10.13 , 497 , 89.87 , 380 , 76.46 , 38 , 7.65 , 79 , 15.90 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:58:05,25/04/2010,15:58:05
41724,Pilsbach                      ,515, 340 , 66.02 , 45 , 13.24 , 295 , 86.76 , 246 , 83.39 , 18 , 6.10 , 31 , 10.51 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:34:44,25/04/2010,12:34:44
41725,Pitzenberg                    ,402, 227 , 56.47 , 11 , 4.85 , 216 , 95.15 , 160 , 74.07 , 13 , 6.02 , 43 , 19.91 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:54:16,25/04/2010,12:54:16
41726,Pöndorf                       ,"1,833", 863 , 47.08 , 74 , 8.57 , 789 , 91.43 , 595 , 75.41 , 39 , 4.94 , 155 , 19.65 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:37:22,25/04/2010,15:37:22
41727,Puchkirchen am Trattberg      ,776, 446 , 57.47 , 37 , 8.30 , 409 , 91.70 , 321 , 78.48 , 35 , 8.56 , 53 , 12.96 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:52:43,25/04/2010,17:32:38
41728,Pühret                        ,482, 321 , 66.60 , 37 , 11.53 , 284 , 88.47 , 210 , 73.94 , 26 , 9.15 , 48 , 16.90 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:03:30,25/04/2010,13:03:30
41729,Redleiten                     ,385, 214 , 55.58 , 29 , 13.55 , 185 , 86.45 , 133 , 71.89 , 16 , 8.65 , 36 , 19.46 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:45:42,25/04/2010,12:45:42
41730,Redlham                       ,"1,147", 624 , 54.40 , 55 , 8.81 , 569 , 91.19 , 466 , 81.90 , 36 , 6.33 , 67 , 11.78 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:03:50,25/04/2010,13:03:50
41731,Regau                         ,"4,746"," 2,520 ", 53.10 , 190 , 7.54 ," 2,330 ", 92.46 ," 1,778 ", 76.31 , 146 , 6.27 , 406 , 17.42 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:45:34,25/04/2010,15:45:34
41732,Rüstorf                       ,"1,610", 834 , 51.80 , 57 , 6.83 , 777 , 93.17 , 573 , 73.75 , 69 , 8.88 , 135 , 17.37 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:20:23,25/04/2010,15:20:23
41733,Rutzenham                     ,208, 150 , 72.12 , 14 , 9.33 , 136 , 90.67 , 97 , 71.32 , 7 , 5.15 , 32 , 23.53 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:04:41,25/04/2010,13:04:41
41734,St.Georgen im Attergau        ,"3,002"," 1,389 ", 46.27 , 106 , 7.63 ," 1,283 ", 92.37 , 884 , 68.90 , 127 , 9.90 , 272 , 21.20 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:07:04,25/04/2010,16:07:04
41735,St.Lorenz                     ,"1,666", 805 , 48.32 , 65 , 8.07 , 740 , 91.93 , 636 , 85.95 , 32 , 4.32 , 72 , 9.73 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:21:18,25/04/2010,14:21:18
41736,Schlatt                       ,"1,033", 592 , 57.31 , 78 , 13.18 , 514 , 86.82 , 377 , 73.35 , 44 , 8.56 , 93 , 18.09 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:19:51,25/04/2010,13:19:51
41737,Schörfling am Attersee        ,"2,643"," 1,282 ", 48.51 , 114 , 8.89 ," 1,168 ", 91.11 , 918 , 78.60 , 47 , 4.02 , 203 , 17.38 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:19:30,25/04/2010,16:19:30
41738,Schwanenstadt                 ,"3,033"," 1,598 ", 52.69 , 122 , 7.63 ," 1,476 ", 92.37 ," 1,132 ", 76.69 , 76 , 5.15 , 268 , 18.16 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:34:47,25/04/2010,16:34:47
41739,Seewalchen am Attersee        ,"4,209"," 2,093 ", 49.73 , 159 , 7.60 ," 1,934 ", 92.40 ," 1,428 ", 73.84 , 128 , 6.62 , 378 , 19.54 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:45:56,25/04/2010,15:45:56
41740,Steinbach am Attersee         ,669, 351 , 52.47 , 39 , 11.11 , 312 , 88.89 , 235 , 75.32 , 21 , 6.73 , 56 , 17.95 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:46:55,25/04/2010,14:46:55
41741,Straß im Attergau             ,"1,100", 594 , 54.00 , 58 , 9.76 , 536 , 90.24 , 388 , 72.39 , 43 , 8.02 , 105 , 19.59 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:10:04,25/04/2010,14:10:04
41742,Tiefgraben                    ,"2,711"," 1,150 ", 42.42 , 106 , 9.22 ," 1,044 ", 90.78 , 850 , 81.42 , 67 , 6.42 , 127 , 12.16 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:57:30,25/04/2010,13:57:30
41743,Timelkam                      ,"4,537"," 2,498 ", 55.06 , 195 , 7.81 ," 2,303 ", 92.19 ," 1,829 ", 79.42 , 103 , 4.47 , 371 , 16.11 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,17:07:41,25/04/2010,17:07:41
41744,Ungenach                      ,"1,124", 679 , 60.41 , 56 , 8.25 , 623 , 91.75 , 474 , 76.08 , 51 , 8.19 , 98 , 15.73 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:07:28,25/04/2010,16:07:28
41745,Unterach am Attersee          ,"1,106", 528 , 47.74 , 48 , 9.09 , 480 , 90.91 , 377 , 78.54 , 33 , 6.88 , 70 , 14.58 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:46:13,25/04/2010,15:46:13
41746,Vöcklabruck                   ,"9,177"," 4,724 ", 51.48 , 342 , 7.24 ," 4,382 ", 92.76 ," 3,392 ", 77.41 , 270 , 6.16 , 720 , 16.43 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:35:19,25/04/2010,16:35:19
41747,Vöcklamarkt                   ,"3,650"," 1,801 ", 49.34 , 197 , 10.94 ," 1,604 ", 89.06 ," 1,233 ", 76.87 , 113 , 7.04 , 258 , 16.08 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:07:54,25/04/2010,16:07:54
41748,Weißenkirchen im Attergau     ,753, 392 , 52.06 , 50 , 12.76 , 342 , 87.24 , 246 , 71.93 , 48 , 14.04 , 48 , 14.04 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:30:28,25/04/2010,13:30:28
41749,Weyregg am Attersee           ,"1,241", 631 , 50.85 , 53 , 8.40 , 578 , 91.60 , 437 , 75.61 , 47 , 8.13 , 94 , 16.26 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:49:53,25/04/2010,12:49:53
41750,Wolfsegg am Hausruck          ,"1,587", 902 , 56.84 , 77 , 8.54 , 825 , 91.46 , 659 , 79.88 , 39 , 4.73 , 127 , 15.39 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:04:59,25/04/2010,13:04:59
41751,Zell am Moos                  ,"1,139", 607 , 53.29 , 46 , 7.58 , 561 , 92.42 , 470 , 83.78 , 46 , 8.20 , 45 , 8.02 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:50:14,25/04/2010,12:50:14
41752,Zell am Pettenfirst           ,924, 508 , 54.98 , 40 , 7.87 , 468 , 92.13 , 372 , 79.49 , 40 , 8.55 , 56 , 11.97 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:56:43,25/04/2010,13:56:43
41799,Wahlkarten Vöcklabruck                   ,0," 4,309 ", 0 , 254 , 5.89 ," 4,055 ", 94.11 ," 3,344 ", 82.47 , 244 , 6.02 , 467 , 11.52 , 0 , 0 , 0 , 0 , 0 , 0 ,30/04/2010,17:51:09,30/04/2010,17:51:09
41800,Bezirk Wels-Land                     ,"51,841"," 30,451 ", 58.74 ," 2,329 ", 7.65 ," 28,122 ", 92.35 ," 21,810 ", 77.55 ," 1,493 ", 5.31 ," 4,819 ", 17.14 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:35:04,30/04/2010,16:40:21
41801,Aichkirchen                   ,410, 269 , 65.61 , 54 , 20.07 , 215 , 79.93 , 142 , 66.05 , 28 , 13.02 , 45 , 20.93 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:02:18,25/04/2010,12:02:18
41802,Bachmanning                   ,473, 266 , 56.24 , 29 , 10.90 , 237 , 89.10 , 167 , 70.46 , 24 , 10.13 , 46 , 19.41 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,11:51:58,25/04/2010,11:51:58
41803,Bad Wimsbach-Neydharting      ,"1,906"," 1,083 ", 56.82 , 80 , 7.39 ," 1,003 ", 92.61 , 795 , 79.26 , 78 , 7.78 , 130 , 12.96 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:09:49,25/04/2010,14:09:49
41804,Buchkirchen                   ,"3,071"," 1,691 ", 55.06 , 129 , 7.63 ," 1,562 ", 92.37 ," 1,215 ", 77.78 , 93 , 5.95 , 254 , 16.26 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:05:14,25/04/2010,16:05:14
41805,Eberstalzell                  ,"1,799", 908 , 50.47 , 85 , 9.36 , 823 , 90.64 , 592 , 71.93 , 72 , 8.75 , 159 , 19.32 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:12:10,25/04/2010,14:12:10
41806,Edt bei Lambach               ,"1,631", 932 , 57.14 , 66 , 7.08 , 866 , 92.92 , 655 , 75.64 , 43 , 4.97 , 168 , 19.40 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:45:39,25/04/2010,13:45:39
41807,Fischlham                     ,"1,067", 591 , 55.39 , 49 , 8.29 , 542 , 91.71 , 449 , 82.84 , 28 , 5.17 , 65 , 11.99 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:59:19,25/04/2010,12:59:19
41808,Gunskirchen                   ,"4,399"," 2,346 ", 53.33 , 175 , 7.46 ," 2,171 ", 92.54 ," 1,707 ", 78.63 , 108 , 4.97 , 356 , 16.40 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:05:33,25/04/2010,14:05:33
41809,Holzhausen                    ,604, 350 , 57.95 , 22 , 6.29 , 328 , 93.71 , 256 , 78.05 , 18 , 5.49 , 54 , 16.46 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:34:44,25/04/2010,12:34:44
41810,Krenglbach                    ,"2,385"," 1,381 ", 57.90 , 90 , 6.52 ," 1,291 ", 93.48 ," 1,028 ", 79.63 , 63 , 4.88 , 200 , 15.49 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:03:08,25/04/2010,15:03:08
41811,Lambach                       ,"2,444"," 1,271 ", 52.00 , 74 , 5.82 ," 1,197 ", 94.18 , 912 , 76.19 , 74 , 6.18 , 211 , 17.63 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:09:48,25/04/2010,15:09:48
41812,Marchtrenk                    ,"9,054"," 4,907 ", 54.20 , 322 , 6.56 ," 4,585 ", 93.44 ," 3,573 ", 77.93 , 162 , 3.53 , 850 , 18.54 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:35:04,25/04/2010,16:35:04
41813,Neukirchen bei Lambach        ,719, 405 , 56.33 , 48 , 11.85 , 357 , 88.15 , 274 , 76.75 , 29 , 8.12 , 54 , 15.13 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:44:42,25/04/2010,12:44:42
41814,Offenhausen                   ,"1,256", 663 , 52.79 , 55 , 8.30 , 608 , 91.70 , 432 , 71.05 , 33 , 5.43 , 143 , 23.52 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:36:52,25/04/2010,12:36:52
41815,Pennewang                     ,711, 443 , 62.31 , 48 , 10.84 , 395 , 89.16 , 309 , 78.23 , 22 , 5.57 , 64 , 16.20 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:53,25/04/2010,13:09:53
41816,Pichl bei Wels                ,"2,109"," 1,223 ", 57.99 , 117 , 9.57 ," 1,106 ", 90.43 , 856 , 77.40 , 83 , 7.50 , 167 , 15.10 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:20:46,25/04/2010,15:20:46
41817,Sattledt                      ,"1,789", 976 , 54.56 , 72 , 7.38 , 904 , 92.62 , 688 , 76.11 , 55 , 6.08 , 161 , 17.81 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:47,25/04/2010,14:04:47
41818,Schleißheim                   ,932, 542 , 58.15 , 53 , 9.78 , 489 , 90.22 , 369 , 75.46 , 23 , 4.70 , 97 , 19.84 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:38:32,25/04/2010,13:38:32
41819,Sipbachzell                   ,"1,424", 766 , 53.79 , 72 , 9.40 , 694 , 90.60 , 535 , 77.09 , 38 , 5.48 , 121 , 17.44 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:12:01,25/04/2010,15:12:01
41820,Stadl-Paura                   ,"3,660"," 1,752 ", 47.87 , 118 , 6.74 ," 1,634 ", 93.26 ," 1,244 ", 76.13 , 68 , 4.16 , 322 , 19.71 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:55:40,25/04/2010,14:55:40
41821,Steinerkirchen an der Traun   ,"1,835"," 1,017 ", 55.42 , 76 , 7.47 , 941 , 92.53 , 749 , 79.60 , 61 , 6.48 , 131 , 13.92 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:40:39,25/04/2010,13:40:39
41822,Steinhaus                     ,"1,512", 859 , 56.81 , 85 , 9.90 , 774 , 90.10 , 522 , 67.44 , 34 , 4.39 , 218 , 28.17 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:15:34,25/04/2010,13:15:34
41823,Thalheim bei Wels             ,"4,244"," 2,392 ", 56.36 , 186 , 7.78 ," 2,206 ", 92.22 ," 1,754 ", 79.51 , 115 , 5.21 , 337 , 15.28 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:40:20,25/04/2010,15:40:20
41824,Weißkirchen an der Traun      ,"2,407"," 1,392 ", 57.83 , 108 , 7.76 ," 1,284 ", 92.24 , 996 , 77.57 , 57 , 4.44 , 231 , 17.99 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:05:54,25/04/2010,15:05:54
41899,Wahlkarten Wels-Land                     ,0," 2,026 ", 0 , 116 , 5.73 ," 1,910 ", 94.27 ," 1,591 ", 83.30 , 84 , 4.40 , 235 , 12.30 , 0 , 0 , 0 , 0 , 0 , 0 ,29/04/2010,15:01:45,30/04/2010,16:40:21
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
