TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Albania Alternativ,35586144,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35586420,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35586450,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35586550,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35587142,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35587562,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588162,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588190,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588220,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588270,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588293,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588430,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588431,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588490,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35588562,0.110000,0.110000,19/01/2016,-,==
Albania Alternativ,35589146,0.110000,0.110000,19/01/2016,-,==
Albania AMC,3552155,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3552185,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3552253,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3552254,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3552440,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553270,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553351,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553491,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3553560,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3554630,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3554631,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3554632,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3554633,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555114,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555263,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555264,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555370,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555491,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3555540,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3558290,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3558291,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3558340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3558460,0.113061,0.113061,19/01/2016,-,==
Albania AMC,3558550,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521160,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521161,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521440,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521650,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521651,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521740,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521741,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35521940,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35522530,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35522540,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524401,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524402,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524403,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524404,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524405,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524406,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524407,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524408,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35524409,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526160,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526293,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526323,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526363,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526373,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526383,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526450,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526563,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526650,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526673,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526723,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526770,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526840,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526890,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526950,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526970,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35526990,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527023,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527043,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527053,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527070,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527140,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527190,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527223,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527253,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527270,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527323,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527370,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527390,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527440,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527470,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527550,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527570,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527590,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527623,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527660,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527693,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527723,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527760,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527840,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527860,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527880,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527923,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527950,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527970,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35527990,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528123,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528124,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528143,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528144,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528190,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528223,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528290,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528323,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528390,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528450,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528570,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528623,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528643,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528680,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528763,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528823,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528850,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528870,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528890,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528950,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528970,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35528990,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529140,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529190,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529280,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529370,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529390,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529423,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529460,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529550,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529570,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529590,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529623,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529650,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529680,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529723,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529750,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529763,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35529780,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35531150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35531151,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35531250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35531350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35531351,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536023,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536043,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536063,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536073,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536090,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536290,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536380,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536440,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536480,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536540,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536580,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536640,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536670,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536740,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536770,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536840,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536890,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536923,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35536993,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537140,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537141,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537223,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537263,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537283,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537293,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537370,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537393,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537450,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537490,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537494,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537563,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537590,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537623,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537680,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537740,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537773,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537823,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537843,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537853,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537870,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35537890,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538151,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538152,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538241,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538350,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538423,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538470,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538523,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538593,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538623,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538650,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538680,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538693,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538725,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538850,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538923,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538940,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35538980,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539151,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539241,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539360,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539361,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539450,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539560,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539640,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539690,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539740,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539823,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539850,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35539880,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35546300,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35546310,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35546320,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35546330,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547210,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547425,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547550,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547700,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547870,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35547950,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548270,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548271,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548272,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548570,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548660,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548750,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548855,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548935,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35548936,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549440,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549560,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549730,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549830,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35549930,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551241,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551360,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551361,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551460,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35551461,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556293,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556340,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556445,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556465,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556550,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35556583,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557043,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557070,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557094,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557180,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557260,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557390,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557463,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557464,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557543,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557544,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557584,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557643,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557644,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557683,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557770,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557771,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557843,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557865,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557943,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557963,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35557993,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558023,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558073,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558151,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558250,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558323,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558373,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558424,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558460,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558484,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558494,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558540,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558564,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558580,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558594,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558624,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558670,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558693,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558724,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558764,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558790,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558824,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558842,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558852,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558882,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558924,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558953,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35558983,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35559150,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35559240,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35559324,0.113061,0.113061,19/01/2016,-,==
Albania AMC,35559360,0.113061,0.113061,19/01/2016,-,==
