Code Insee,Libellé Commune,Distribution gérée par un GRD de rang 1ou 2,Coefficient Tarif de  proximité ,Code PITD
10321,LA RIVIERE DE CORPS,,"1,75",GD0344
10323,ROMILLY SUR SEINE,,"1,75",GD0341
10325,ROSIERES PRES TROYES,,"1,75",GD0344
10327,LA ROTHIERE,,1,GD0354
10333,ST ANDRE LES VERGERS,,"1,75",GD0344
10334,ST AUBIN,,1,GD0346
10340,ST GERMAIN,,1,GD0344
10341,ST HILAIRE SOUS ROMILLY,,1,GD0341
10343,ST JULIEN LES VILLAS,,"1,75",GD0344
10344,ST LEGER PRES TROYES,,1,GD0344
10349,ST LYE,,1,GD0344
10352,STE MAURE,,1,GD0344
10353,ST MESMIN,,1,GD0344
10357,ST PARRES AUX TERTRES,,1,GD0344
10358,ST PARRES LES VAUDES,,1,GD0350
10360,ST POUANGE,,1,GD0344
10362,STE SAVINE,,"1,75",GD0344
10363,ST THIBAULT,,1,GD0344
10373,SOULIGNY,,1,GD0344
10379,TORCY LE GRAND,,1,GD0342
10381,TORVILLIERS,,1,GD0344
10382,TRAINEL,,1,GD0345
10384,TRANNES,,1,GD0353
10387,TROYES,,3,GD0344
10399,VAUDES,,1,GD0350
10401,VENDEUVRE SUR BARSE,,1,GD0352
10406,VERRIERES,,1,GD0344
10412,VILLECHETIF,,1,GD0344
10415,VILLEMAUR SUR VANNE,,1,GD0349
10416,VILLEMEREUIL,,,  
10420,VILLENAUXE LA GRANDE,,1,GD0339
10426,VILLE SOUS LA FERTE,,1,GD0356
10429,VILLETTE SUR AUBE,,1,GD0342
10437,VIREY SOUS BAR,,1,GD0344
11008,ALET LES BAINS,,1,  
11009,ALZONNE,,1,  
11012,ARGELIERS,,1,  
11018,ARZENS,,1,  
11022,AZILLE,,1,  
11049,BRAM,,1,  
11063,CAMPAGNE SUR AUDE,,1,  
11068,CAPENDU,,1,  
11069,CARCASSONNE,,"1,75",  
11076,CASTELNAUDARY,,1,  
11084,CAUX ET SAUZENS,,1,  
11085,CAVANAC,,1,  
11088,CAZILHAC,,1,  
11099,CONQUES SUR ORBIEL,,1,  
11103,COUIZA,,1,  
11105,COURNANEL,,1,  
11106,COURSAN,,1,  
11116,CUXAC D AUDE,,1,  
11129,ESPERAZA,,1,  
11145,FLEURY,,1,  
11164,GINESTAS,,1,  
11165,GINOLES,,1,  
11172,HOMPS,,1,  
11178,LABASTIDE D ANJOU,,1,  
11190,LA REDORTE,,1,  
11192,LASBORDES,,1,  
11199,LAVALETTE,,1,  
11203,LEZIGNAN CORBIERES,,1,  
11206,LIMOUX,,1,  
11209,LUC SUR AUDE,,1,  
11240,MONTAZELS,,1,  
11254,MONTREAL,,1,  
11255,MONTREDON DES CORBIERES,,1,  
11262,NARBONNE,,1,  
11266,PORT LA NOUVELLE,,1,  
11269,OUVEILLAN,,1,  
11272,PALAJA,,1,  
11279,PENNAUTIER,,1,  
11288,PEZENS,,1,  
11301,PUICHERIC,,1,  
11304,QUILLAN,,1,  
11315,RIEUX MINERVOIS,,1,  
11337,ST COUAT D AUDE,,1,  
11353,ST MARCEL SUR AUDE,,1,  
11356,ST MARTIN LALANDE,,1,  
11366,STE VALIERE,,1,  
11369,SALLELES D AUDE,,1,  
11370,SALLES D AUDE,,1,  
11379,SIGEAN,,1,  
11393,TOUROUZELLE,,1,  
11397,TREBES,,1,  
11410,VILLALIER,,1,  
11425,VILLEGAILHENC,,1,  
11429,VILLEMOUSTAUSSOU,,1,  
11430,VILLENEUVE LA COMPTAL,,1,  
11437,VILLESEQUELANDE,,1,  
12013,AUBIN,,1,  
12020,BALSAC,,1,  
12026,BERTHOLENE,,1,  
12028,BOISSE PENCHOT,,1,  
12031,BOURNAZEL,,1,  
12033,BOZOULS,,1,  
12043,CALMONT,,1,  
12052,CAPDENAC GARE,,1,  
12056,BARAQUEVILLE,,1,  
12063,LA CAVALERIE,,1,  
12066,CLAIRVAUX D AVEYRON,,1,  
12083,CRANSAC,,1,  
12084,CREISSELS,,1,  
12089,DECAZEVILLE,,"1,75",  
12090,DRUELLE,,1,  
12096,ESPALION,,1,  
12100,FIRMI,,1,  
12102,FLAVIN,,1,  
12120,LAISSAC,,1,  
12123,LAPANOUSE,,1,  
12130,LIVINHAC LE HAUT,,1,  
12131,LA LOUBIERE,,1,  
12133,LUC LA PRIMAUBE,,1,  
12137,MANHAC,,1,  
12138,MARCILLAC VALLON,,1,  
12145,MILLAU,,1,  
12146,LE MONASTERE,,1,  
12148,MONTBAZENS,,1,  
12157,MONTROZIER,,1,  
12174,OLEMPS,,1,  
12176,ONET LE CHATEAU,,1,  
12185,PONT DE SALARS,,1,  
12199,RIGNAC,,1,  
12202,RODEZ,,"1,75",  
12203,ROQUEFORT SUR SOULZON,,1,  
12205,LA ROUQUETTE,,1,  
12206,ROUSSENNAC,,,  
12208,ST AFFRIQUE,,1,  
12215,ST CHRISTOPHE VALLON,,1,  
12225,ST GEORGES DE LUZENCON,,1,  
12241,STE RADEGONDE,,1,  
12242,ST REMY,,1,  
12243,ST ROME DE CERNON,,1,  
12254,SALLES LA SOURCE,,1,  
12263,SAVIGNAC,,1,  
12264,SEBAZAC CONCOURES,,1,  
12270,SEVERAC LE CHATEAU,,1,  
12286,VABRES L ABBAYE,,1,  
12288,VALADY,,1,  
12300,VILLEFRANCHE DE ROUERGUE,,1,  
12301,VILLENEUVE,,1,  
12305,VIVIEZ,,1,  
13001,AIX EN PROVENCE,,"1,75",GD0906
13002,ALLAUCH,,1,GD0906
13003,ALLEINS,,1,GD0905
13004,ARLES,,1,  
13005,AUBAGNE,,"1,75",GD0911
13006,AUREILLE,,1,GD0905
13007,AURIOL,,1,GD0911
13010,BARBENTANE,,1,GD0896
13014,BERRE L ETANG,,1,GD0906
13015,BOUC BEL AIR,,"1,75",GD0906
13016,LA BOUILLADISSE,,1,GD0911
13018,CABANNES,,1,GD0896
13019,CABRIES,,1,GD0906
13020,CADOLIVE,,"1,75",GD0906
13021,CARRY LE ROUET,,"1,75",GD0908
13022,CASSIS,,1,GD0911
13023,CEYRESTE,,1,GD0912
13024,CHARLEVAL,,1,GD0905
13026,CHATEAUNEUF LES MARTIGUES,,1,GD0906
13027,CHATEAURENARD,,1,GD0896
13028,LA CIOTAT,,"1,75",GD0912
13031,LA DESTROUSSE,,"1,75",GD0911
13032,EGUILLES,,1,GD0906
13034,EYGALIERES,,1,GD0901
13035,EYGUIERES,,1,GD0905
13036,EYRAGUES,,1,GD0896
13037,LA FARE LES OLIVIERS,,"1,75",GD0906
13038,FONTVIEILLE,,1,GD0904
13039,FOS SUR MER,,1,GD0909
13040,FUVEAU,,1,GD0906
13041,GARDANNE,,"1,75",GD0906
13042,GEMENOS,,1,GD0911
13043,GIGNAC LA NERTHE,,"1,75",GD0906
13044,GRANS,,1,GD0906
13045,GRAVESON,,1,GD0896
13046,GREASQUE,,"1,75",GD0906
13047,ISTRES,,1,GD0909
13049,LAMANON,,,  
13050,LAMBESC,,1,GD0925
13051,LANCON PROVENCE,,1,GD0906
13052,MAILLANE,,1,GD0896
13053,MALLEMORT,,1,GD0905
13054,MARIGNANE,,"1,75",GD0906
13056,MARTIGUES,,"1,75",GD0909
13059,MEYRARGUES,,1,GD0923
13062,MIMET,,1,GD0906
13063,MIRAMAS,,"1,75",GD0927
13064,MOLLEGES,,1,GD0896
13065,MOURIES,,1,GD0905
13066,NOVES,,1,GD0896
13067,ORGON,,1,GD0902
13069,PELISSANNE,,"1,75",GD0906
13070,LA PENNE SUR HUVEAUNE,,"1,75",GD0911
13071,LES PENNES MIRABEAU,,"1,75",GD0906
13072,PEYNIER,,1,GD0906
13073,PEYPIN,,1,GD0911
13074,PEYROLLES EN PROVENCE,,1,GD0923
13075,PLAN DE CUQUES,,"1,75",GD0906
13076,PLAN D ORGON,,1,GD0897
13077,PORT DE BOUC,,"1,75",GD0909
13078,PORT ST LOUIS DU RHONE,,1,GD0910
13080,LE PUY STE REPARADE,,1,GD0923
13081,ROGNAC,,"1,75",GD0906
13082,ROGNES,,1,GD0925
13083,ROGNONAS,,1,GD0896
13084,LA ROQUE D ANTHERON,,1,GD0923
13085,ROQUEFORT LA BEDOULE,,1,GD0911
13086,ROQUEVAIRE,,1,GD0911
13087,ROUSSET,,1,GD0906
13089,ST ANDIOL,,1,GD0896
13091,ST CANNAT,,1,GD0925
13092,ST CHAMAS,,1,GD0927
13094,ST ETIENNE DU GRES,,1,GD0929
13097,ST MARTIN DE CRAU,,1,  
13098,ST MITRE LES REMPARTS,,1,GD0909
13100,ST REMY DE PROVENCE,,1,GD0896
13101,ST SAVOURNIN,,"1,75",GD0906
13102,ST VICTORET,,"1,75",GD0906
13103,SALON DE PROVENCE,,"1,75",GD0906
13104,SAUSSET LES PINS,,"1,75",GD0908
13105,SENAS,,1,GD0902
13106,SEPTEMES LES VALLONS,,"1,75",GD0906
13107,SIMIANE COLLONGUE,,1,GD0906
13108,TARASCON,,1,GD0929
13109,LE THOLONET,,1,GD0906
13110,TRETS,,1,GD0906
13112,VELAUX,,1,GD0907
13113,VENELLES,,1,GD0923
13116,VERQUIERES,,1,GD0896
13117,VITROLLES,,"1,75",GD0906
13118,COUDOUX,,1,GD0907
13119,CARNOUX EN PROVENCE,,"1,75",GD0911
14009,AMFREVILLE,,1,GD0566
14020,ARGENCES,,1,GD0602
14027,AUNAY SUR ODON,,1,GD0576
14030,AUTHIE,,1,GD0566
14047,BAYEUX,,"1,75",GD0570
14057,BELLENGREVILLE,,1,GD0602
14059,BENERVILLE SUR MER,,1,GD0563
14066,BERNIERES SUR MER,,1,GD0566
14068,BIEVILLE BEUVILLE,,1,GD0566
14069,BEUVILLERS,,1,GD0565
14076,BLAINVILLE SUR ORNE,,"1,75",GD0566
14079,BLONVILLE SUR MER,,1,GD0563
14086,BONNEVILLE SUR TOUQUES,,1,GD0563
14089,BOUGY,,1,GD0566
14092,BOURGUEBUS,,1,GD0566
14101,BRETTEVILLE SUR ODON,,"1,75",GD0566
14102,LE BREUIL EN AUGE,,1,GD0564
14117,CABOURG,,"1,75",GD0566
14118,CAEN,,3,GD0566
14119,CAGNY,,1,GD0566
14123,CAIRON,,1,GD0566
14125,CAMBES EN PLAINE,,"1,75",GD0566
14131,CANAPVILLE,,1,GD0563
14137,CARPIQUET,,1,GD0566
14166,COLLEVILLE MONTGOMERY,,1,GD0566
14167,COLOMBELLES,,"1,75",GD0566
14174,CONDE SUR NOIREAU,,"1,75",GD0568
14181,CORMELLES LE ROYAL,,"1,75",GD0566
14185,COUDRAY RABUT,,1,GD0563
14191,COURSEULLES SUR MER,,"1,75",GD0566
14195,COURVAUDON,,,  
14197,CRESSERONS,,1,GD0566
14200,CREULLY,,1,GD0569
14202,CRICQUEBOEUF,,1,  
14215,CUVERVILLE,,"1,75",GD0566
14220,DEAUVILLE,,"1,75",GD0563
14221,DEMOUVILLE,,"1,75",GD0566
14225,DIVES SUR MER,,"1,75",GD0566
14228,DOUVRES LA DELIVRANDE,,"1,75",GD0566
14242,EPRON,,"1,75",GD0566
14243,EQUEMAUVILLE,,1,GD0562
14249,ESQUAY NOTRE DAME,,1,GD0566
14254,ETERVILLE,,1,GD0566
14257,EVRECY,,1,GD0566
14258,FALAISE,,"1,75",GD0596
14266,FEUGUEROLLES BULLY,,1,GD0566
14271,FLEURY SUR ORNE,,"1,75",GD0566
14274,FONTAINE ETOUPEFOUR,,1,GD0566
14277,FONTENAY LE MARMION,,1,GD0566
14287,FRENOUVILLE,,1,GD0566
14297,GAVRUS,,1,GD0566
14301,GIBERVILLE,,"1,75",GD0566
14303,GLOS,,1,GD0565
14304,GONNEVILLE SUR HONFLEUR,,1,GD0562
14318,GRAYE SUR MER,,1,GD0566
14319,GRENTHEVILLE,,1,GD0566
14325,HERMANVILLE SUR MER,,1,GD0566
14326,HERMIVAL LES VAUX,,1,GD0565
14327,HEROUVILLE ST CLAIR,,"1,75",GD0566
14328,HEROUVILLETTE,,1,GD0566
14331,HIEVILLE,,1,GD0597
14333,HONFLEUR,,"1,75",GD0562
14338,HOULGATE,,1,GD0566
14339,HUBERT FOLIE,,1,GD0566
14341,IFS,,"1,75",GD0566
14342,ISIGNY SUR MER,,1,GD0589
14354,LANGRUNE SUR MER,,1,GD0566
14355,LANTHEUIL,,1,GD0569
14365,LION SUR MER,,"1,75",GD0566
14366,LISIEUX,,"1,75",GD0565
14371,LIVAROT,,1,GD0601
14383,LOUVIGNY,,1,GD0566
14384,LUC SUR MER,,"1,75",GD0566
14396,MALTOT,,1,GD0566
14407,MATHIEU,,1,GD0567
14408,MAY SUR ORNE,,"1,75",GD0566
14409,MERVILLE FRANCEVILLE PLAGE,,1,GD0566
14414,LE MESNIL BACLEY,,1,GD0601
14431,MEZIDON CANON,,"1,75",GD0598
14436,MONCEAUX EN BESSIN,,1,GD0570
14437,MONDEVILLE,,"1,75",GD0566
14449,MONTS EN BESSIN,,,  
14454,MOUEN,,1,GD0566
14456,MOULT,,1,GD0602
14480,OSMANVILLE,,1,GD0589
14487,OUILLY LE VICOMTE,,1,GD0565
14488,OUISTREHAM,,"1,75",GD0566
14495,PERIERS SUR LE DAN,,1,  
14514,PONT L EVEQUE,,"1,75",GD0563
14530,RANVILLE,,1,GD0566
14536,LA RIVIERE ST SAUVEUR,,1,GD0562
14540,ROCQUES,,1,  
14542,ROSEL,,1,GD0566
14543,ROTS,,1,GD0566
14545,ROULLOURS,,1,GD0575
14556,ST ANDRE SUR ORNE,,"1,75",GD0566
14557,ST ARNOULT,,1,GD0563
14562,ST AUBIN SUR MER,,"1,75",GD0566
14566,ST CONTEST,,1,GD0566
14574,ST DESIR,,1,GD0565
14576,STE FOY DE MONTGOMMERY,,1,GD0600
14578,ST GATIEN DES BOIS,,1,GD0563
14584,ST GERMAIN DE TALLEVENDE,,1,GD0575
14587,ST GERMAIN LA BLANCHE HERBE,,"1,75",GD0566
14592,STE HONORINE DU FAY,,1,GD0566
14609,ST LOUP HORS,,1,GD0570
14620,ST MARTIN AUX CHARTRAINS,,1,GD0563
14623,ST MARTIN DE FONTENAY,,1,GD0566
14630,ST MARTIN DES ENTREES,,1,GD0570
14654,ST PIERRE SUR DIVES,,"1,75",GD0597
14663,ST VIGOR LE GRAND,,1,GD0570
14665,SALLENELLES,,1,GD0566
14666,SANNERVILLE,,1,GD0566
14675,SOLIERS,,1,GD0566
14697,L OUDON,,1,  
14698,TOUFFREVILLE,,,  
14699,TOUQUES,,"1,75",GD0563
14701,TOURGEVILLE,,1,GD0563
14707,TOURVILLE SUR ODON,,"1,75",GD0566
14712,TROARN,,1,GD0566
14715,TROUVILLE SUR MER,,"1,75",GD0563
14724,VARAVILLE,,1,GD0566
14728,VAUCELLES,,1,GD0570
14730,VAUDRY,,1,GD0575
14738,VERSON,,1,GD0566
14752,VILLERS BOCAGE,,"1,75",GD0566
14754,VILLERS SUR MER,,1,GD0563
14755,VILLERVILLE,,1,GD0563
14760,VILLY BOCAGE,,1,GD0566
14761,VIMONT,,1,GD0602
14762,VIRE,,"1,75",GD0575
15012,ARPAJON SUR CERE,,1,  
15014,AURILLAC,,"1,75",  
15037,CHAMPAGNAC,,1,GD0419
15074,GIOU DE MAMOU,,1,  
15083,JUSSAC,,1,  
15092,LANOBRE,,1,GD0419
15111,MADIC,,1,GD0419
15122,MAURS,,1,  
15140,NAUCELLES,,1,  
15160,REILHAC,,1,  
15169,SAIGNES,,1,GD0419
15184,ST ETIENNE DE MAURS,,1,  
15265,YDES,,1,GD0419
15267,YTRAC,,1,  
16005,AIGRE,,1,  
16012,ANGEAC CHAMPAGNE,,1,  
16015,ANGOULEME,,"1,75",  
16016,ANSAC SUR VIENNE,,1,  
16018,ARS,,1,  
16028,BARBEZIEUX ST HILAIRE,,1,  
16056,BOURG CHARENTE,,1,  
16058,BOUTIERS ST TROJAN,,1,  
16061,BRIE,,1,  
16070,CHABANAIS,,1,  
16077,CHAMPMILLON,,1,  
16078,CHAMPNIERS,,1,  
16085,CHASSENEUIL SUR BONNIEURE,,1,  
16088,CHASSORS,,1,  
16089,CHATEAUBERNARD,,1,  
16090,CHATEAUNEUF SUR CHARENTE,,1,  
16097,CHERVES RICHEMONT,,1,  
16100,CHIRAC,,1,  
16101,CLAIX,,1,  
16102,COGNAC,,"1,75",  
16106,CONFOLENS,,1,  
16113,LA COURONNE,,1,  
16120,DIRAC,,1,  
16132,ETAGNAC,,1,  
16134,EXIDEUIL,,1,  
16136,LA FAYE,,1,  
16138,FLEAC,,1,  
16145,FOUSSIGNAC,,1,  
16150,GENSAC LA PALLUE,,1,  
16151,GENTE,,1,  
16152,GIMEUX,,1,  
16153,GONDEVILLE,,1,  
16154,GOND PONTOUVRE,,"1,75",  
16163,HIERSAC,,1,  
16166,L ISLE D ESPAGNAC,,"1,75",  
16167,JARNAC,,1,  
16169,JAVREZAC,,1,  
16174,JULIENNE,,1,  
16187,LINARS,,1,  
16192,ROUMAZIERES LOUBERT,,1,  
16199,MAGNAC SUR TOUVRE,,1,  
16202,MAINXE,,1,  
16206,MANSLE,,1,  
16208,MAREUIL,,1,  
16217,MERPINS,,1,  
16218,MESNAC,,1,  
16220,LES METAIRIES,,1,  
16223,MONTBRON,,1,  
16226,MONTIGNAC CHARENTE,,1,  
16232,MORNAC,,1,  
16236,MOUTHIERS SUR BOEME,,1,  
16243,NERCILLAC,,1,  
16244,NERSAC,,1,  
16259,LA PERUSE,,1,  
16262,PLAIZAC,,1,  
16271,PUYMOYEN,,1,  
16272,PUYREAUX,,1,  
16273,RAIX,,1,  
16277,REPARSAC,,1,  
16280,RIVIERES,,1,  
16281,LA ROCHEFOUCAULD,,"1,75",  
16286,ROUILLAC,,1,  
16287,ROULLET ST ESTEPHE,,1,  
16291,RUELLE SUR TOUVRE,,"1,75",  
16292,RUFFEC,,1,  
16295,ST AMANT DE BOIXE,,1,  
16304,ST BRICE,,1,  
16330,ST LAURENT DE COGNAC,,1,  
16338,ST MEDARD,,1,  
16340,ST MEME LES CARRIERES,,1,  
16341,ST MICHEL,,"1,75",  
16344,ST PROJET ST CONSTANT,,1,  
16348,ST SATURNIN,,1,  
16349,STE SEVERE,,1,  
16355,ST SULPICE DE COGNAC,,1,  
16358,ST YRIEIX SUR CHARENTE,,"1,75",  
16359,SALLES D ANGLES,,1,  
16366,SEGONZAC,,1,  
16369,SIGOGNE,,1,  
16370,SIREUIL,,1,  
16374,SOYAUX,,"1,75",  
16379,TAPONNAT FLEURIGNAC,,1,  
16383,TOURRIERS,,1,  
16385,TOUVRE,,1,  
16388,TROIS PALIS,,1,  
16390,TUSSON,,1,  
16393,VARS,,1,  
16395,VAUX ROUILLAC,,1,  
16405,VIGNOLLES,,1,  
16408,VILLEBOIS LAVALETTE,,1,  
16409,VILLEFAGNAN,,1,  
16411,VILLEJESUS,,1,  
16412,VILLEJOUBERT,,1,  
16416,VITRAC ST VINCENT,,1,  
16418,VOEUIL ET GIGET,,1,  
16420,VOULGEZAC,,1,  
17003,AIGREFEUILLE D AUNIS,,1,  
17008,ANDILLY,,1,  
17010,ANGOULINS,,"1,75",  
17027,AVY,,1,  
17028,AYTRE,,"1,75",  
17058,BOURCEFRANC LE CHAPUS,,1,  
17059,BOURGNEUF,,1,  
17065,BREUIL MAGNE,,1,  
17075,CABARIOT,,1,  
17076,CELLES,,1,  
17086,CHANIERS,,1,  
17089,LA CHAPELLE DES POTS,,1,  
17094,CHATELAILLON PLAGE,,"1,75",  
17097,LE CHAY,,1,  
17100,CHERAC,,1,  
17102,CHERMIGNAC,,1,  
17142,DOMPIERRE SUR MER,,1,  
17153,ESNANDES,,1,  
17168,FOURAS,,"1,75",  
17179,LES GONDS,,1,  
17185,LE GUA,,1,  
17190,L HOUMEAU,,"1,75",  
17193,LA JARNE,,1,  
17194,LA JARRIE,,1,  
17200,LAGORD,,"1,75",  
17217,MACQUEVILLE,,1,  
17218,MARANS,,1,  
17219,MARENNES,,1,  
17222,MARSILLY,,1,  
17228,MEDIS,,1,  
17253,MURON,,1,  
17264,NIEUL SUR MER,,"1,75",  
17273,PERIGNAC,,1,  
17274,PERIGNY,,"1,75",  
17283,PONS,,1,  
17291,PUILBOREAU,,"1,75",  
17299,ROCHEFORT,,"1,75",  
17300,LA ROCHELLE,,"1,75",  
17306,ROYAN,,"1,75",  
17309,ST AIGULIN,,1,  
17315,ST CHRISTOPHE,,1,  
17333,ST GEORGES DE DIDONNE,,"1,75",  
17336,ST GEORGES DES COTEAUX,,1,  
17346,ST HIPPOLYTE,,1,  
17347,ST JEAN D ANGELY,,"1,75",  
17350,ST JULIEN DE L ESCAP,,1,  
17351,ST JUST LUZAC,,1,  
17353,ST LAURENT DE LA PREE,,1,  
17364,ST MARTIAL SUR NE,,1,  
17373,ST MEDARD D AUNIS,,1,  
17380,ST PALAIS SUR MER,,1,  
17391,ST ROGATIEN,,1,  
17407,STE SOULLE,,1,  
17409,ST SULPICE DE ROYAN,,1,  
17413,ST VIVIEN,,1,  
17414,ST XANDRE,,1,  
17415,SAINTES,,"1,75",  
17420,SALLES SUR MER,,1,  
17421,SAUJON,,1,  
17434,SURGERES,,1,  
17447,LE THOU,,1,  
17448,TONNAY BOUTONNE,,1,  
17449,TONNAY CHARENTE,,1,  
17461,VAUX SUR MER,,"1,75",  
17463,VERGEROUX,,1,  
17483,YVES,,1,  
18003,LES AIX D ANGILLON,,1,GD0740
18005,ALLOUIS,,1,GD0738
18011,ARGENT SUR SAULDRE,,1,GD0693
18015,AUBIGNY SUR NERE,,1,GD0693
18018,AVORD,,1,GD0737
18027,BENGY SUR CRAON,,1,GD0737
18028,BERRY BOUY,,1,GD0738
18033,BOURGES,,"1,75",GD0738
18037,BRINON SUR SAULDRE,,1,GD0693
18038,BRUERE ALLICHAMPS,,1,GD0742
18042,LA CELLE,,1,GD0742
18050,LA CHAPELLE ST URSIN,,"1,75",GD0738
18062,LE CHAUTAY,,1,GD0737
18065,CHEZAL BENOIT,,1,GD0739
18067,CLEMONT,,1,GD0693
18087,DUN SUR AURON,,1,GD0742
18096,FOECY,,1,GD0738
18097,FUSSY,,1,GD0738
18101,GERMIGNY L EXEMPT,,1,GD0737
18103,GRACAY,,1,GD0725
18106,GROSSOUVRE,,1,GD0737
18108,LA GUERCHE SUR L AUBOIS,,1,GD0737
18118,JOUET SUR L AUBOIS,,1,GD0737
18133,LUNERY,,1,GD0739
18134,LURY SUR ARNON,,1,GD0697
18137,MAREUIL SUR ARNON,,1,GD0739
18138,MARMAGNE,,1,GD0738
18141,MEHUN SUR YEVRE,,1,GD0738
18142,MEILLANT,,1,GD0742
18145,MENETOU SALON,,1,GD0741
18148,MEREAU,,1,GD0697
18158,MOULINS SUR YEVRE,,1,GD0738
18160,NERONDES,,1,GD0737
18166,NOHANT EN GOUT,,1,GD0738
18167,NOHANT EN GRACAY,,1,GD0725
18172,ORVAL,,1,GD0742
18180,PLAIMPIED GIVAUDINS,,1,GD0738
18188,PRIMELLES,,1,GD0739
18194,RIANS,,1,GD0740
18197,ST AMAND MONTROND,,"1,75",GD0742
18205,ST DOULCHARD,,1,GD0738
18207,ST FLORENT SUR CHER,,1,GD0739
18211,ST GEORGES SUR MOULON,,1,GD0738
18213,ST GERMAIN DU PUY,,1,GD0738
18223,ST MARTIN D AUXIGNY,,1,GD0738
18228,ST OUTRILLE,,1,GD0725
18229,ST PALAIS,,1,GD0738
18242,SANCOINS,,1,GD0737
18247,SAVIGNY EN SEPTAINE,,1,GD0738
18255,LE SUBDRAY,,1,GD0738
18260,TENDRON,,1,GD0737
18263,THENIOUX,,1,GD0697
18265,TORTERON,,1,GD0737
18267,TROUY,,1,GD0738
18270,VALLENAY,,1,GD0744
18278,VESDUN,,1,GD0743
18279,VIERZON,,1,GD0697
18290,VOUZERON,,1,GD0740
19005,ALLASSAC,,1,GD0423
19028,BORT LES ORGUES,,1,GD0419
19031,BRIVE LA GAILLARDE,,"1,75",  
19038,CHAMEYRAT,,1,GD0421
19063,COSNAC,,1,  
19066,CUBLAC,,1,GD0426
19072,DONZENAC,,1,GD0424
19073,EGLETONS,,1,GD0420
19101,LAGUENNE,,1,GD0421
19107,LARCHE,,1,GD0425
19123,MALEMORT SUR CORREZE,,1,  
19124,MANSAC,,1,GD0426
19136,MEYMAC,,1,GD0420
19145,MOUSTIER VENTADOUR,,1,GD0420
19146,NAVES,,1,GD0421
19153,OBJAT,,1,GD0422
19176,ROSIERS D EGLETONS,,,  
19182,ST AULAIRE,,1,GD0422
19203,STE FORTUNADE,,1,GD0421
19229,ST PANTALEON DE LARCHE,,1,GD0425
19246,ST VIANCE,,1,GD0425
19255,SEILHAC,,1,GD0421
19272,TULLE,,"1,75",GD0421
19274,USSAC,,1,GD0425
19275,USSEL,,1,GD0420
19278,VARETZ,,1,GD0425
19288,VOUTEZAC,,1,GD0422
21001,AGENCOURT,,1,GD0174
21003,AHUY,,1,GD0197
21005,AISEREY,,1,GD0194
21008,ALISE STE REINE,,1,GD0179
21010,ALOXE CORTON,,1,GD0174
21021,ARC SUR TILLE,,1,GD0197
21027,ASNIERES LES DIJON,,1,GD0197
21028,ATHEE,,1,GD0196
21037,AUXEY DURESSES,,1,GD0174
21038,AUXONNE,,1,GD0196
21048,BARGES,,1,GD0197
21054,BEAUNE,,"1,75",GD0174
21056,BEIRE LE CHATEL,,1,GD0194
21059,BELLEFOND,,1,GD0197
21072,BEZOUOTTE,,1,GD0208
21086,BLIGNY LES BEAUNE,,1,GD0174
21103,BRAZEY EN PLAINE,,1,GD0196
21105,BRESSEY SUR TILLE,,1,GD0197
21106,BRETENIERE,,1,GD0194
21107,BRETIGNY,,1,GD0194
21110,BROCHON,,1,GD0197
21111,BROGNON,,1,GD0194
21126,CESSEY SUR TILLE,,1,GD0194
21131,CHAMBLANC,,1,GD0200
21133,CHAMBOLLE MUSIGNY,,1,GD0174
21150,CHASSAGNE MONTRACHET,,1,GD0174
21154,CHATILLON SUR SEINE,,1,GD0177
21166,CHENOVE,,"1,75",GD0197
21171,CHEVIGNY ST SAUVEUR,,"1,75",GD0197
21173,CHOREY LES BEAUNE,,1,GD0174
21179,CLENAY,,1,GD0194
21185,COMBERTAULT,,1,GD0232
21186,COMBLANCHIEN,,1,GD0174
21191,CORCELLES LES CITEAUX,,1,GD0194
21194,CORGOLOIN,,1,GD0174
21196,CORPEAU,,1,GD0174
21200,COUCHEY,,1,GD0197
21209,COUTERNON,,1,GD0197
21212,CREPAND,,1,GD0180
21213,CRIMOLOIS,,1,GD0197
21223,DAIX,,1,GD0197
21227,DAROIS,,1,GD0197
21231,DIJON,,"1,75",GD0197
21239,ECHENON,,1,GD0196
21261,FAUVERNEY,,1,GD0194
21263,FENAY,,1,GD0197
21265,FIXIN,,1,GD0197
21267,FLAGEY ECHEZEAUX,,1,GD0174
21278,FONTAINE LES DIJON,,"1,75",GD0197
21292,GENLIS,,"1,75",GD0194
21295,GEVREY CHAMBERTIN,,1,GD0197
21297,GILLY LES CITEAUX,,1,GD0174
21315,HAUTEVILLE LES DIJON,,1,GD0197
21317,IS SUR TILLE,,1,GD0195
21320,IZIER,,1,GD0194
21322,JALLANGES,,1,GD0200
21330,LABERGEMENT FOIGNEY,,1,GD0194
21337,LAMARCHE SUR SAONE,,1,GD0196
21347,LEVERNOIS,,1,GD0174
21351,LONGCHAMP,,1,GD0194
21352,LONGEAULT,,"1,75",GD0194
21353,LONGECOURT EN PLAINE,,1,GD0194
21355,LONGVIC,,"1,75",GD0197
21356,LOSNE,,1,GD0196
21370,MAGNY SUR TILLE,,1,GD0194
21383,MARCILLY SUR TILLE,,1,GD0195
21388,MARLIENS,,1,GD0194
21390,MARSANNAY LA COTE,,"1,75",GD0197
21391,MARSANNAY LE BOIS,,1,GD0194
