Sum of Value,Column Labels,,,,
D201,,,,3.225572311,3.225572311
D202,,,,3.178264998,3.178264998
D203,,,,6.168386382,6.168386382
D204,,,,6.706239815,6.706239815
D205,,,,4.960866443,4.960866443
D206,,,,2.873621343,2.873621343
D207,,,,5.785041693,5.785041693
D208,,,,5.579116815,5.579116815
D209,,,,4.496858074,4.496858074
D21,,,,1.904957106,1.904957106
D210,,,,3.101562999,3.101562999
D211,,,,3.751784179,3.751784179
D212,,,,2.799816679,2.799816679
D213,,,,4.606213675,4.606213675
D214,,,,6.232003016,6.232003016
D215,,,,2.53228696,2.53228696
D216,,,,3.928037574,3.928037574
D217,,,,5.116889091,5.116889091
D218,,,,6.620711605,6.620711605
D219,,,,5.328908025,5.328908025
D22,,,,2.628743648,2.628743648
D220,,,,4.415584891,4.415584891
D221,,,,8.294721485,8.294721485
D222,,,,4.411396468,4.411396468
D223,,,,4.21813708,4.21813708
D224,,,,5.74700245,5.74700245
D225,,,,4.567761401,4.567761401
D226,,,,5.52383386,5.52383386
D227,,,,5.271524356,5.271524356
D228,,,,1.833105864,1.833105864
D229,,,,6.223364533,6.223364533
D23,,,,3.970416662,3.970416662
D230,,,,4.825228456,4.825228456
D231,,,,5.045291475,5.045291475
D232,,,,4.650531778,4.650531778
D233,,,,4.19087328,4.19087328
D234,,,,2.085957088,2.085957088
D235,,,,5.784194099,5.784194099
D236,,,,7.532165014,7.532165014
D237,,,,4.462991534,4.462991534
D238,,,,5.516719287,5.516719287
D239,,,,3.641702298,3.641702298
D24,,,,6.19920402,6.19920402
D240,,,,5.580732277,5.580732277
D241,,,,2.668533154,2.668533154
D242,,,,6.24184469,6.24184469
D243,,,,3.344585046,3.344585046
D244,,,,2.426484623,2.426484623
D245,,,,5.831443669,5.831443669
D246,,,,2.710699446,2.710699446
D247,,,,10.07249783,10.07249783
D248,,,,6.099395151,6.099395151
D249,,,,4.685013326,4.685013326
D25,,,,5.326200408,5.326200408
D250,,,,2.806238612,2.806238612
D251,,,,3.941802888,3.941802888
D252,,,,1.804664877,1.804664877
D253,,,,2.908614303,2.908614303
D254,,,,4.557596723,4.557596723
D255,,,,6.874487277,6.874487277
D256,,,,3.575307439,3.575307439
D257,,,,6.291666571,6.291666571
D258,,,,2.555339704,2.555339704
D259,,,,2.594386788,2.594386788
D26,,,,4.761575821,4.761575821
D260,,,,6.238220722,6.238220722
D261,,,,1.954851252,1.954851252
D262,,,,6.14731999,6.14731999
D263,,,,5.73447192,5.73447192
D264,,,,2.610614743,2.610614743
D265,,,,3.904486147,3.904486147
D266,,,,9.334513962,9.334513962
D267,,,,7.110810081,7.110810081
D268,,,,3.085549898,3.085549898
D269,,,,6.172637879,6.172637879
D27,,,,6.26229852,6.26229852
D270,,,,7.503665308,7.503665308
D271,,,,4.901278685,4.901278685
D272,,,,7.429130362,7.429130362
D273,,,,3.7747689,3.7747689
D274,,,,4.92530235,4.92530235
D275,,,,4.298395149,4.298395149
D276,,,,4.565155574,4.565155574
D277,,,,4.372056185,4.372056185
D278,,,,5.221200354,5.221200354
D279,,,,7.852479765,7.852479765
D28,,,,4.01888702,4.01888702
D280,,,,5.905669621,5.905669621
D281,,,,7.311924268,7.311924268
D282,,,,5.963830015,5.963830015
D283,,,,2.414343023,2.414343023
D284,,,,5.086945326,5.086945326
D285,,,,8.029592691,8.029592691
D286,,,,5.465114295,5.465114295
D287,,,,3.209508796,3.209508796
D288,,,,2.88061792,2.88061792
D289,,,,7.062510921,7.062510921
D29,,,,4.558847382,4.558847382
D290,,,,4.756322707,4.756322707
D291,,,,4.418623383,4.418623383
D292,,,,2.820056845,2.820056845
D293,,,,3.905701874,3.905701874
D294,,,,3.762282394,3.762282394
D295,,,,6.743513462,6.743513462
D296,,,,9.112646366,9.112646366
D297,,,,6.041334168,6.041334168
D298,,,,6.625367756,6.625367756
D299,,,,8.574722827,8.574722827
D3,,,,3.31859829,3.31859829
D30,,,,3.858500397,3.858500397
D300,,,,4.198953633,4.198953633
D301,,,,3.762999234,3.762999234
D302,,,,4.883103193,4.883103193
D303,,,,3.266439367,3.266439367
D304,,,,5.632065992,5.632065992
D305,,,,3.340413467,3.340413467
D306,,,,5.981594723,5.981594723
D307,,,,4.80876141,4.80876141
D308,,,,2.783082558,2.783082558
D309,,,,2.217692222,2.217692222
D31,,,,5.561749797,5.561749797
D310,,,,5.694549267,5.694549267
D311,,,,3.734449457,3.734449457
D312,,,,5.856412542,5.856412542
D313,,,,2.144005806,2.144005806
D314,,,,5.355281455,5.355281455
D315,,,,6.754727657,6.754727657
D316,,,,9.254353196,9.254353196
D317,,,,4.95288287,4.95288287
D318,,,,3.402970294,3.402970294
D319,,,,7.907667982,7.907667982
D32,,,,5.030413649,5.030413649
D320,,,,7.30081106,7.30081106
D321,,,,5.082137551,5.082137551
D322,,,,7.688832114,7.688832114
D323,,,,4.735659067,4.735659067
D324,,,,4.395894885,4.395894885
D325,,,,6.787960161,6.787960161
D326,,,,3.495192451,3.495192451
D327,,,,6.012309284,6.012309284
D328,,,,4.061455346,4.061455346
D329,,,,4.701026102,4.701026102
D33,,,,5.354895389,5.354895389
D330,,,,5.309369595,5.309369595
D331,,,,4.245561576,4.245561576
D332,,,,6.260319728,6.260319728
D333,,,,5.255276962,5.255276962
D334,,,,5.097701962,5.097701962
D335,,,,7.608476899,7.608476899
D336,,,,1.460188225,1.460188225
D337,,,,2.67134393,2.67134393
D338,,,,4.199983064,4.199983064
D339,,,,3.271823335,3.271823335
D34,,,,3.098701999,3.098701999
D340,,,,6.602221852,6.602221852
D341,,,,6.548231858,6.548231858
D342,,,,2.901593794,2.901593794
D343,,,,7.431283338,7.431283338
D344,,,,4.224567329,4.224567329
D345,,,,5.206416657,5.206416657
D346,,,,2.558342918,2.558342918
D347,,,,6.360404511,6.360404511
D348,,,,4.685544505,4.685544505
D349,,,,5.406671763,5.406671763
D35,,,,4.317309798,4.317309798
D350,,,,3.367567996,3.367567996
D351,,,,5.113354419,5.113354419
D352,,,,5.85074581,5.85074581
D353,,,,5.495836896,5.495836896
D354,,,,2.706529803,2.706529803
D355,,,,6.643619893,6.643619893
D356,,,,3.110527835,3.110527835
D357,,,,3.246903212,3.246903212
D358,,,,0.968057796,0.968057796
D359,,,,3.682941806,3.682941806
D36,,,,4.413923738,4.413923738
D360,,,,5.410512687,5.410512687
D361,,,,5.057811979,5.057811979
D362,,,,6.011146629,6.011146629
D363,,,,3.646170292,3.646170292
D364,,,,5.276820084,5.276820084
D365,,,,7.541940546,7.541940546
D366,,,,4.710848935,4.710848935
D367,,,,4.343838103,4.343838103
D368,,,,4.195901686,4.195901686
D369,,,,4.693543117,4.693543117
D37,,,,5.518253733,5.518253733
D370,,,,6.239680512,6.239680512
D371,,,,4.406999505,4.406999505
D372,,,,5.336208993,5.336208993
D373,,,,4.832667694,4.832667694
D374,,,,4.576898743,4.576898743
D375,,,,3.229802852,3.229802852
D376,,,,6.505845567,6.505845567
D377,,,,5.472420584,5.472420584
D378,,,,3.585490901,3.585490901
D379,,,,0.856628343,0.856628343
D38,,,,4.845355257,4.845355257
D380,,,,5.559335812,5.559335812
D381,,,,5.095165866,5.095165866
D382,,,,5.827429237,5.827429237
D383,,,,7.219643895,7.219643895
D384,,,,4.428032275,4.428032275
D385,,,,8.634593202,8.634593202
D386,,,,7.007398038,7.007398038
D387,,,,4.487352486,4.487352486
D388,,,,4.968863062,4.968863062
D389,,,,6.098656456,6.098656456
D39,,,,5.595041189,5.595041189
D390,,,,5.597686912,5.597686912
D391,,,,2.538995181,2.538995181
D392,,,,5.731117529,5.731117529
D393,,,,3.94551221,3.94551221
D394,,,,3.086157942,3.086157942
D395,,,,5.368880039,5.368880039
D396,,,,6.18087259,6.18087259
D397,,,,2.954713474,2.954713474
D398,,,,4.1402954,4.1402954
D399,,,,3.878709038,3.878709038
D4,,,,9.122722604,9.122722604
D40,,,,3.639788447,3.639788447
D400,,,,5.654358997,5.654358997
D401,,,,5.806558647,5.806558647
D402,,,,6.138666374,6.138666374
D403,,,,2.859732533,2.859732533
D404,,,,7.316886728,7.316886728
D405,,,,5.656041904,5.656041904
D406,,,,5.898891984,5.898891984
D407,,,,6.356455956,6.356455956
D408,,,,3.49937654,3.49937654
D409,,,,4.014441441,4.014441441
D41,,,,4.442915825,4.442915825
D410,,,,9.063889276,9.063889276
D411,,,,3.675620919,3.675620919
D412,,,,2.471864637,2.471864637
D413,,,,4.918239031,4.918239031
D414,,,,5.499970123,5.499970123
D415,,,,5.50917772,5.50917772
D416,,,,6.666911464,6.666911464
D417,,,,6.224029705,6.224029705
D418,,,,3.821178093,3.821178093
D419,,,,7.996684071,7.996684071
D42,,,,5.955325844,5.955325844
D420,,,,2.811302102,2.811302102
D421,,,,6.243153631,6.243153631
D422,,,,6.65383542,6.65383542
D423,,,,4.721223994,4.721223994
D424,,,,2.433350448,2.433350448
D425,,,,7.620292288,7.620292288
D426,,,,4.105070192,4.105070192
D427,,,,6.76283765,6.76283765
D428,,,,5.569835886,5.569835886
D429,,,,3.216795835,3.216795835
D43,,,,6.091631457,6.091631457
D430,,,,2.276557965,2.276557965
D431,,,,4.92862095,4.92862095
D432,,,,4.432639019,4.432639019
D433,,,,2.626584412,2.626584412
D434,,,,7.833697492,7.833697492
D435,,,,5.533201255,5.533201255
D436,,,,2.967990244,2.967990244
D437,,,,3.977643665,3.977643665
D438,,,,2.75151577,2.75151577
D439,,,,4.611266075,4.611266075
D44,,,,4.996877153,4.996877153
D440,,,,3.582590839,3.582590839
D441,,,,3.292755903,3.292755903
D442,,,,6.082001262,6.082001262
D443,,,,6.46284464,6.46284464
D444,,,,6.94926906,6.94926906
D445,,,,5.195995781,5.195995781
D446,,,,4.919412897,4.919412897
D447,,,,8.180327846,8.180327846
D448,,,,6.207924169,6.207924169
D449,,,,5.835215232,5.835215232
D45,,,,6.270926649,6.270926649
D450,,,,8.277871672,8.277871672
D451,,,,3.858526116,3.858526116
D452,,,,8.532778843,8.532778843
D453,,,,4.535279051,4.535279051
D454,,,,4.053257233,4.053257233
D455,,,,5.279530723,5.279530723
D456,,,,8.020125193,8.020125193
D457,,,,8.910395191,8.910395191
D458,,,,5.166427589,5.166427589
D459,,,,5.71856047,5.71856047
D46,,,,4.103875175,4.103875175
D460,,,,4.273438146,4.273438146
D461,,,,4.959769668,4.959769668
D462,,,,2.993737203,2.993737203
D463,,,,2.442736411,2.442736411
D464,,,,11.64020243,11.64020243
D465,,,,3.623020116,3.623020116
D466,,,,3.838322367,3.838322367
D467,,,,5.943915567,5.943915567
D468,,,,5.173502488,5.173502488
D469,,,,3.446160585,3.446160585
D47,,,,6.834176029,6.834176029
D470,,,,0.714083975,0.714083975
D471,,,,6.769639729,6.769639729
D472,,,,5.257192221,5.257192221
D473,,,,4.741718086,4.741718086
D474,,,,2.567151856,2.567151856
D475,,,,5.286266748,5.286266748
D476,,,,3.204513535,3.204513535
D477,,,,11.80983956,11.80983956
D478,,,,4.002830835,4.002830835
D479,,,,5.744171657,5.744171657
D48,,,,4.668047423,4.668047423
D480,,,,4.879445141,4.879445141
D481,,,,3.275524469,3.275524469
D482,,,,3.693540319,3.693540319
D483,,,,4.416551483,4.416551483
D484,,,,4.458729716,4.458729716
D485,,,,6.631907437,6.631907437
D486,,,,5.194612815,5.194612815
D487,,,,7.248055299,7.248055299
D488,,,,2.779355058,2.779355058
D489,,,,8.116316432,8.116316432
D49,,,,4.245884094,4.245884094
D490,,,,5.517216468,5.517216468
D491,,,,7.897233082,7.897233082
D492,,,,7.31145768,7.31145768
D493,,,,2.349653362,2.349653362
D494,,,,6.236072203,6.236072203
D495,,,,5.580089575,5.580089575
D496,,,,2.553592845,2.553592845
D497,,,,6.101415782,6.101415782
D498,,,,3.926942848,3.926942848
D499,,,,4.733896018,4.733896018
D5,,,,4.330104368,4.330104368
D50,,,,6.799202354,6.799202354
D500,,,,3.391600934,3.391600934
D501,,,,5.861882174,5.861882174
D502,,,,5.044900934,5.044900934
D503,,,,8.164658538,8.164658538
D504,,,,2.795636602,2.795636602
D505,,,,3.57088235,3.57088235
D506,,,,7.312917587,7.312917587
D507,,,,6.242483003,6.242483003
D508,,,,4.036351293,4.036351293
D509,,,,2.553769999,2.553769999
D51,,,,4.098730702,4.098730702
D510,,,,4.300368634,4.300368634
D511,,,,5.009765665,5.009765665
D512,,,,2.915209684,2.915209684
D513,,,,5.395953966,5.395953966
D514,,,,3.211124254,3.211124254
D515,,,,3.362020497,3.362020497
D516,,,,2.834936416,2.834936416
D517,,,,5.556039687,5.556039687
D518,,,,4.488986249,4.488986249
D519,,,,7.796787704,7.796787704
D52,,,,2.388883644,2.388883644
D520,,,,6.759752521,6.759752521
D521,,,,5.840254537,5.840254537
D522,,,,5.858757687,5.858757687
D523,,,,7.474658208,7.474658208
D524,,,,6.422957762,6.422957762
D525,,,,3.085494848,3.085494848
D526,,,,5.154582348,5.154582348
D527,,,,4.605394625,4.605394625
D528,,,,5.162729413,5.162729413
D529,,,,7.994854837,7.994854837
D53,,,,3.510203844,3.510203844
D530,,,,4.192240373,4.192240373
D531,,,,4.434241951,4.434241951
D532,,,,5.096203025,5.096203025
D533,,,,6.102421069,6.102421069
D534,,,,4.729142233,4.729142233
D535,,,,5.786159838,5.786159838
D536,,,,4.027183241,4.027183241
D537,,,,4.836586292,4.836586292
D538,,,,7.436937282,7.436937282
D539,,,,2.128225094,2.128225094
D54,,,,8.225442599,8.225442599
D540,,,,3.534358314,3.534358314
D541,,,,5.417964977,5.417964977
D542,,,,3.581390319,3.581390319
D543,,,,5.202432938,5.202432938
D544,,,,4.412986086,4.412986086
D545,,,,7.575111568,7.575111568
D546,,,,4.423774199,4.423774199
D547,,,,4.761651004,4.761651004
D548,,,,7.596744921,7.596744921
D549,,,,4.653309713,4.653309713
D55,,,,6.933460922,6.933460922
D550,,,,5.396898556,5.396898556
D551,,,,8.359181187,8.359181187
D552,,,,3.094449297,3.094449297
D553,,,,4.766140611,4.766140611
D554,,,,5.434756902,5.434756902
D555,,,,6.172239583,6.172239583
D556,,,,7.820376785,7.820376785
D557,,,,6.020048577,6.020048577
D558,,,,10.56933857,10.56933857
D559,,,,7.052838181,7.052838181
D56,,,,4.04246323,4.04246323
D560,,,,5.534146621,5.534146621
D561,,,,7.020453939,7.020453939
D562,,,,4.81604609,4.81604609
D563,,,,8.917398827,8.917398827
D564,,,,5.190855833,5.190855833
D565,,,,2.880815174,2.880815174
D566,,,,6.17660076,6.17660076
D567,,,,8.22965936,8.22965936
D568,,,,6.681663882,6.681663882
D569,,,,6.064405028,6.064405028
D57,,,,6.221199501,6.221199501
D570,,,,5.295813974,5.295813974
D571,,,,5.334970524,5.334970524
D572,,,,7.207082177,7.207082177
D573,,,,3.790979299,3.790979299
D574,,,,5.886153641,5.886153641
D575,,,,5.953999253,5.953999253
D576,,,,3.593774692,3.593774692
D577,,,,3.448552531,3.448552531
D578,,,,2.223400026,2.223400026
D579,,,,5.802421862,5.802421862
D58,,,,4.585709648,4.585709648
D580,,,,3.638331964,3.638331964
D581,,,,5.896957695,5.896957695
D582,,,,5.178738886,5.178738886
D583,,,,5.682123256,5.682123256
D584,,,,6.119247752,6.119247752
D585,,,,3.85154768,3.85154768
D586,,,,4.872552269,4.872552269
D587,,,,2.250042881,2.250042881
D588,,,,9.057333093,9.057333093
D589,,,,5.012252029,5.012252029
D59,,,,7.434038267,7.434038267
D590,,,,6.378932559,6.378932559
D591,,,,4.986632008,4.986632008
D592,,,,3.249596048,3.249596048
D593,,,,3.097554004,3.097554004
D594,,,,2.996591681,2.996591681
D595,,,,8.427288924,8.427288924
D596,,,,5.517598941,5.517598941
D597,,,,3.381509714,3.381509714
D598,,,,7.220274646,7.220274646
D599,,,,4.389785081,4.389785081
D6,,,,4.51112124,4.51112124
D60,,,,8.391538854,8.391538854
D600,,,,2.27880521,2.27880521
D601,,,,3.78915608,3.78915608
D602,,,,5.76471087,5.76471087
D603,,,,2.986367189,2.986367189
D604,,,,3.086951546,3.086951546
D605,,,,6.65815838,6.65815838
D606,,,,2.080818134,2.080818134
D607,,,,3.880615343,3.880615343
D608,,,,4.106737063,4.106737063
D609,,,,4.972186839,4.972186839
D61,,,,5.043301556,5.043301556
D610,,,,5.425119559,5.425119559
D611,,,,4.551700936,4.551700936
D612,,,,3.761691433,3.761691433
D613,,,,6.066031629,6.066031629
D614,,,,6.590650016,6.590650016
D615,,,,5.398811359,5.398811359
D616,,,,3.845820062,3.845820062
D617,,,,3.420754601,3.420754601
D618,,,,4.142947536,4.142947536
D619,,,,3.512973283,3.512973283
D62,,,,6.908871266,6.908871266
D620,,,,4.838869266,4.838869266
D621,,,,4.910327383,4.910327383
D622,,,,2.746942381,2.746942381
D623,,,,5.348215219,5.348215219
D624,,,,2.763332287,2.763332287
D625,,,,2.910890252,2.910890252
D626,,,,4.422434946,4.422434946
D627,,,,2.062458273,2.062458273
D628,,,,3.043540899,3.043540899
D629,,,,3.954028198,3.954028198
D63,,,,5.238734965,5.238734965
D630,,,,4.158332549,4.158332549
D631,,,,7.227907892,7.227907892
D632,,,,5.307866046,5.307866046
D633,,,,3.724260252,3.724260252
D634,,,,4.945765022,4.945765022
D635,,,,5.335830271,5.335830271
D636,,,,4.635292815,4.635292815
D637,,,,2.855231342,2.855231342
D638,,,,2.401849999,2.401849999
D639,,,,5.936501217,5.936501217
D64,,,,3.113990299,3.113990299
D640,,,,3.738588253,3.738588253
D641,,,,5.510576759,5.510576759
D642,,,,5.079297182,5.079297182
D643,,,,6.197122361,6.197122361
D644,,,,4.223921497,4.223921497
D645,,,,1.742361628,1.742361628
D646,,,,3.692037485,3.692037485
D647,,,,6.439322398,6.439322398
D648,,,,2.294049608,2.294049608
D649,,,,5.06015546,5.06015546
D65,,,,3.702767248,3.702767248
D650,,,,6.170721397,6.170721397
D651,,,,6.250756011,6.250756011
D652,,,,5.276871847,5.276871847
D653,,,,4.548925058,4.548925058
D654,,,,5.564999715,5.564999715
D655,,,,7.692946858,7.692946858
D656,,,,3.252022177,3.252022177
D657,,,,3.561351493,3.561351493
D658,,,,4.163813384,4.163813384
D659,,,,4.667795105,4.667795105
D66,,,,5.234768991,5.234768991
D660,,,,6.083429266,6.083429266
D661,,,,4.251612959,4.251612959
D662,,,,6.56145434,6.56145434
D663,,,,4.108965147,4.108965147
D664,,,,5.112843264,5.112843264
D665,,,,2.998905913,2.998905913
D666,,,,5.450224928,5.450224928
D667,,,,3.056343675,3.056343675
D668,,,,10.11164695,10.11164695
D669,,,,7.2208806,7.2208806
D67,,,,5.222614883,5.222614883
D670,,,,3.150458639,3.150458639
D671,,,,1.809372498,1.809372498
D672,,,,4.571118022,4.571118022
D673,,,,2.774609438,2.774609438
D674,,,,6.170006131,6.170006131
D675,,,,4.855628661,4.855628661
D676,,,,4.71654322,4.71654322
D677,,,,5.558301592,5.558301592
D678,,,,3.178514477,3.178514477
D679,,,,5.364195097,5.364195097
D68,,,,3.554724513,3.554724513
D680,,,,2.163797462,2.163797462
D681,,,,4.429335064,4.429335064
D682,,,,13.29389694,13.29389694
D683,,,,3.861406358,3.861406358
D684,,,,6.217881924,6.217881924
D685,,,,3.617030228,3.617030228
D686,,,,6.800642696,6.800642696
D687,,,,6.884886155,6.884886155
D688,,,,4.321808243,4.321808243
D689,,,,5.735310037,5.735310037
D69,,,,5.480180127,5.480180127
D690,,,,4.292523399,4.292523399
D691,,,,3.69474908,3.69474908
D692,,,,5.7826706,5.7826706
D693,,,,4.583955293,4.583955293
D694,,,,5.228249924,5.228249924
D695,,,,4.420814849,4.420814849
D696,,,,5.3861066,5.3861066
D697,,,,5.497166171,5.497166171
D698,,,,6.321414529,6.321414529
D699,,,,7.419604809,7.419604809
D7,,,,4.364423382,4.364423382
D70,,,,5.040484107,5.040484107
D700,,,,5.147885152,5.147885152
D701,,,,5.740274512,5.740274512
D702,,,,3.992746098,3.992746098
D703,,,,6.053145956,6.053145956
D704,,,,5.139480644,5.139480644
D705,,,,3.949020075,3.949020075
D706,,,,4.309426053,4.309426053
D707,,,,2.918517749,2.918517749
D708,,,,9.120799544,9.120799544
D709,,,,5.228833305,5.228833305
D71,,,,4.823607083,4.823607083
D710,,,,3.981778315,3.981778315
D711,,,,3.409736645,3.409736645
D712,,,,2.709176798,2.709176798
D713,,,,1.679415968,1.679415968
D714,,,,4.910524509,4.910524509
D715,,,,5.372751286,5.372751286
D716,,,,5.357239527,5.357239527
D717,,,,4.989945015,4.989945015
D718,,,,4.230054595,4.230054595
D719,,,,3.775468318,3.775468318
D72,,,,2.809876605,2.809876605
D720,,,,11.3876064,11.3876064
D721,,,,3.537070662,3.537070662
D722,,,,3.243572228,3.243572228
D723,,,,2.975285409,2.975285409
D724,,,,4.904921966,4.904921966
D725,,,,3.771983403,3.771983403
D726,,,,3.920725915,3.920725915
D727,,,,3.526789313,3.526789313
D728,,,,4.878829054,4.878829054
D729,,,,3.464416697,3.464416697
D73,,,,6.158901016,6.158901016
D730,,,,2.421161061,2.421161061
D731,,,,2.96630886,2.96630886
D732,,,,5.594762393,5.594762393
D733,,,,3.359022811,3.359022811
D734,,,,2.624014632,2.624014632
D735,,,,1.946416895,1.946416895
D736,,,,4.37974067,4.37974067
D737,,,,4.199888225,4.199888225
D738,,,,2.642269344,2.642269344
D739,,,,8.665974834,8.665974834
D74,,,,4.496640533,4.496640533
D740,,,,4.700862113,4.700862113
D741,,,,4.66300139,4.66300139
D742,,,,4.134846785,4.134846785
D743,,,,7.671552013,7.671552013
D744,,,,4.710945529,4.710945529
D745,,,,6.289195029,6.289195029
D746,,,,4.080430777,4.080430777
D747,,,,5.638093565,5.638093565
D748,,,,5.155426012,5.155426012
D749,,,,3.853658329,3.853658329
D75,,,,4.011065707,4.011065707
D750,,,,4.446372194,4.446372194
D751,,,,5.122914979,5.122914979
D752,,,,8.672141618,8.672141618
D753,,,,4.52916982,4.52916982
D754,,,,3.362632999,3.362632999
D755,,,,5.231940455,5.231940455
D756,,,,5.696474919,5.696474919
D757,,,,2.432932445,2.432932445
D758,,,,6.012321743,6.012321743
D759,,,,4.010157879,4.010157879
D76,,,,2.577355821,2.577355821
D760,,,,7.967022649,7.967022649
D761,,,,4.850560669,4.850560669
D762,,,,8.545304289,8.545304289
D763,,,,2.418606265,2.418606265
D764,,,,5.009393156,5.009393156
D765,,,,5.6281655,5.6281655
D766,,,,2.82052085,2.82052085
D767,,,,2.966705049,2.966705049
D768,,,,4.636949131,4.636949131
D769,,,,5.102595364,5.102595364
D77,,,,2.495437834,2.495437834
D770,,,,4.238423283,4.238423283
D771,,,,6.459383973,6.459383973
D772,,,,6.190623184,6.190623184
D773,,,,3.059946823,3.059946823
D774,,,,6.862247765,6.862247765
D775,,,,6.941014167,6.941014167
D776,,,,3.423397803,3.423397803
D777,,,,5.781411596,5.781411596
D778,,,,10.32229101,10.32229101
D779,,,,3.689634317,3.689634317
D78,,,,5.018663386,5.018663386
D780,,,,4.403599063,4.403599063
D781,,,,5.604297787,5.604297787
D782,,,,7.013197475,7.013197475
D783,,,,4.272479931,4.272479931
D784,,,,3.919633773,3.919633773
D785,,,,5.227278122,5.227278122
D786,,,,4.844899675,4.844899675
D787,,,,4.294487874,4.294487874
D788,,,,4.901357818,4.901357818
D789,,,,4.53711582,4.53711582
D79,,,,5.587170668,5.587170668
D790,,,,5.710266265,5.710266265
D791,,,,6.704076828,6.704076828
D792,,,,5.681963295,5.681963295
D793,,,,9.335319031,9.335319031
D794,,,,5.332412765,5.332412765
D795,,,,3.443056305,3.443056305
D796,,,,6.840845873,6.840845873
D797,,,,9.289678208,9.289678208
D798,,,,6.439074665,6.439074665
D799,,,,3.715698939,3.715698939
D8,,,,7.296395551,7.296395551
D80,,,,2.610860046,2.610860046
D800,,,,7.828794986,7.828794986
D801,,,,5.237690755,5.237690755
D802,,,,1.979303335,1.979303335
D803,,,,4.632186372,4.632186372
D804,,,,3.044622784,3.044622784
D805,,,,5.983305653,5.983305653
D806,,,,4.709779428,4.709779428
D807,,,,10.60021352,10.60021352
D808,,,,2.857013415,2.857013415
D809,,,,4.831554233,4.831554233
D81,,,,4.430029209,4.430029209
D810,,,,4.422125784,4.422125784
D811,,,,7.177916385,7.177916385
D812,,,,7.509411723,7.509411723
D813,,,,4.703363232,4.703363232
D814,,,,7.667903122,7.667903122
D815,,,,7.466143125,7.466143125
D816,,,,3.92867974,3.92867974
D817,,,,0.944473809,0.944473809
D818,,,,2.69288132,2.69288132
D819,,,,5.829259474,5.829259474
D82,,,,5.616507165,5.616507165
D820,,,,3.255871134,3.255871134
D821,,,,5.795651382,5.795651382
D822,,,,3.085490781,3.085490781
D823,,,,7.568173887,7.568173887
D824,,,,5.209056176,5.209056176
D825,,,,6.657956367,6.657956367
D826,,,,7.469177028,7.469177028
D827,,,,2.665150409,2.665150409
D828,,,,3.578817832,3.578817832
D829,,,,3.361053816,3.361053816
D83,,,,7.455106415,7.455106415
D830,,,,6.13207872,6.13207872
D831,,,,8.783441053,8.783441053
D832,,,,6.319629367,6.319629367
D833,,,,7.441710471,7.441710471
D834,,,,6.491596679,6.491596679
D835,,,,6.617791852,6.617791852
D836,,,,5.603206325,5.603206325
D837,,,,5.501182512,5.501182512
D838,,,,5.572927964,5.572927964
D839,,,,4.764277012,4.764277012
D84,,,,7.597388284,7.597388284
D840,,,,5.544454965,5.544454965
D841,,,,3.746147985,3.746147985
D842,,,,3.839865596,3.839865596
D843,,,,1.86123738,1.86123738
D844,,,,3.653442987,3.653442987
D845,,,,6.268507817,6.268507817
D846,,,,4.951075625,4.951075625
D847,,,,3.495041548,3.495041548
D848,,,,3.696502645,3.696502645
D849,,,,7.449224541,7.449224541
D85,,,,6.687280435,6.687280435
D850,,,,4.901231077,4.901231077
D851,,,,7.0351087,7.0351087
D852,,,,2.640769776,2.640769776
D853,,,,3.88747455,3.88747455
D854,,,,4.369111923,4.369111923
D855,,,,5.601754401,5.601754401
D856,,,,8.0178692,8.0178692
D857,,,,6.176622546,6.176622546
D858,,,,4.494375172,4.494375172
D859,,,,1.519323812,1.519323812
D86,,,,6.167408202,6.167408202
D860,,,,2.118786526,2.118786526
D861,,,,3.976120397,3.976120397
D862,,,,7.320547692,7.320547692
D863,,,,8.520460429,8.520460429
D864,,,,5.849433097,5.849433097
D865,,,,7.191936047,7.191936047
D866,,,,1.838484208,1.838484208
D867,,,,4.07875771,4.07875771
D868,,,,7.560888207,7.560888207
D869,,,,4.31462469,4.31462469
D87,,,,2.466101232,2.466101232
D870,,,,5.4265074,5.4265074
D871,,,,4.489044286,4.489044286
D872,,,,4.817628482,4.817628482
D873,,,,5.170318257,5.170318257
D874,,,,4.074963537,4.074963537
D875,,,,5.657113465,5.657113465
D876,,,,3.37203094,3.37203094
D877,,,,2.811662655,2.811662655
D878,,,,6.572394402,6.572394402
D879,,,,6.522191464,6.522191464
D88,,,,3.898710464,3.898710464
D880,,,,6.073969654,6.073969654
D881,,,,2.658761747,2.658761747
D882,,,,5.21548752,5.21548752
D883,,,,3.312185578,3.312185578
D884,,,,6.282066443,6.282066443
D885,,,,4.236670752,4.236670752
D886,,,,5.634233789,5.634233789
D887,,,,7.133362907,7.133362907
D888,,,,7.218972271,7.218972271
D889,,,,4.839378375,4.839378375
D89,,,,1.208165405,1.208165405
D890,,,,8.0106866,8.0106866
D891,,,,2.183451492,2.183451492
D892,,,,7.562314521,7.562314521
D893,,,,5.868025915,5.868025915
D894,,,,0.763332892,0.763332892
D895,,,,4.387728809,4.387728809
D896,,,,2.364073301,2.364073301
D897,,,,8.882423304,8.882423304
D898,,,,3.750062958,3.750062958
D899,,,,6.988865954,6.988865954
D9,,,,5.642490704,5.642490704
D90,,,,4.208423838,4.208423838
